length,real_depth,random_depth,real_max_arity,random_max_arity
22,7,9.5,3,3.4
13,8,6.9,3,2.6
26,13,11.0,4,3.35
10,5,6.6,3,2.35
16,8,8.15,2,2.55
7,4,4.7,3,2.2
23,7,10.0,5,3.2
16,5,7.75,5,3.05
6,4,4.25,2,2.25
20,8,9.95,3,2.85
15,6,7.75,3,3.05
14,7,7.8,3,2.85
29,11,12.35,4,3.2
22,7,9.6,3,3.45
13,6,7.25,3,2.65
14,7,7.25,3,2.75
18,11,8.2,2,2.9
10,6,6.05,3,2.85
9,4,6.15,5,2.35
16,6,8.4,3,2.8
12,5,6.75,3,2.7
20,7,9.45,3,3.1
6,3,4.5,3,2.0
8,4,5.6,3,2.35
18,10,8.35,2,3.1
14,6,7.05,4,2.95
15,6,7.95,3,3.0
10,6,6.25,3,2.45
15,6,8.15,3,2.65
13,6,6.9,3,2.7
7,5,4.55,2,2.3
9,5,5.7,3,2.35
19,10,9.1,3,3.1
18,5,8.35,4,2.9
13,5,7.6,3,2.65
9,5,5.25,3,2.6
15,8,7.7,3,2.95
11,4,6.7,4,2.45
32,9,11.95,4,3.45
6,3,4.1,3,2.2
23,10,9.6,3,3.1
29,11,10.7,3,3.4
15,6,7.85,3,2.85
16,8,8.7,3,3.15
18,12,8.15,3,2.8
18,7,8.4,3,3.45
23,7,10.25,5,3.25
22,7,9.3,4,3.35
19,9,8.75,4,3.15
10,5,5.9,3,2.3
11,7,6.3,3,2.7
11,8,6.5,3,2.7
17,10,8.45,2,3.2
10,5,6.0,3,2.5
14,7,7.35,3,2.8
17,7,8.0,4,2.8
13,9,6.95,2,2.7
26,13,10.5,3,3.1
30,9,12.15,4,3.4
14,7,7.6,3,2.75
14,9,7.45,3,2.75
11,5,6.35,3,2.75
22,10,9.55,3,3.0
15,7,7.35,3,3.15
12,7,7.15,3,2.7
14,9,7.4,3,2.85
24,12,9.25,3,3.1
21,9,9.3,3,2.95
23,12,9.9,3,3.1
15,8,7.1,3,3.25
17,12,9.5,2,2.75
15,8,7.8,3,3.0
22,10,9.45,3,3.4
8,5,5.55,3,2.2
18,10,9.05,3,2.95
20,8,9.25,4,3.4
11,6,6.3,3,2.55
19,9,8.6,2,2.7
13,8,6.8,3,2.6
8,4,5.0,3,2.25
14,7,7.8,3,2.7
16,8,7.85,3,2.8
12,6,6.1,3,2.9
13,7,7.3,3,2.8
12,8,7.0,3,2.95
12,8,6.9,2,2.9
8,3,5.2,3,2.25
14,9,7.6,4,2.65
26,12,9.85,4,3.6
16,7,8.45,3,2.85
13,7,7.3,3,2.7
25,9,9.45,4,3.3
15,6,7.3,4,2.9
14,7,7.65,3,2.65
15,5,7.2,3,3.1
17,10,9.05,3,2.75
3,2,2.5,2,1.5
16,7,7.7,3,3.3
17,7,8.95,6,2.65
12,7,6.95,3,2.6
17,8,7.85,3,3.1
3,2,2.65,2,1.35
10,7,5.75,3,2.7
19,6,9.35,5,3.05
10,4,6.25,3,2.55
15,8,7.8,3,2.9
8,4,5.2,3,2.45
15,7,8.1,3,2.85
3,2,2.65,2,1.35
9,4,6.05,4,2.25
17,7,8.8,3,3.0
17,9,8.3,4,3.2
12,6,6.2,5,2.65
14,8,6.8,5,3.2
20,7,9.05,7,3.1
8,5,5.35,3,2.2
12,7,6.75,4,3.15
6,4,4.6,2,2.0
16,7,7.6,5,2.8
15,6,8.2,4,2.85
18,7,8.85,4,2.95
22,4,10.4,8,3.2
27,11,10.6,4,3.55
13,6,7.15,3,2.9
18,6,8.3,4,3.0
18,7,7.9,3,3.05
14,6,7.85,3,2.6
24,12,11.4,3,3.4
18,12,8.55,3,3.0
20,7,8.35,4,3.3
23,8,10.05,3,3.3
18,6,8.95,3,2.95
9,5,6.05,3,2.35
17,5,8.85,3,3.1
9,5,5.6,3,2.35
13,6,7.0,3,2.85
20,8,8.95,4,3.2
16,7,8.15,4,3.0
13,7,7.1,3,3.0
14,6,7.35,3,3.0
10,4,6.3,5,2.55
21,9,9.6,2,3.3
14,7,7.65,5,2.95
20,11,9.1,3,2.6
26,10,10.3,3,3.35
10,5,5.7,3,2.8
16,7,7.9,3,3.1
7,5,4.5,2,2.35
15,6,8.1,3,3.05
17,7,8.1,3,2.9
13,9,7.15,2,2.7
19,7,9.3,3,3.05
13,6,7.0,4,2.8
18,9,9.05,2,3.2
10,6,6.0,3,2.6
21,9,10.0,3,2.9
14,7,6.9,3,3.35
21,12,9.7,3,3.1
13,6,7.2,4,2.85
25,10,10.65,4,3.2
37,8,13.55,6,3.7
35,12,13.1,5,3.7
14,6,7.75,4,3.05
9,5,5.7,3,2.55
21,6,9.3,4,3.35
24,11,9.95,4,3.2
8,4,5.75,3,2.45
12,6,7.0,4,2.7
20,9,9.45,4,3.15
17,7,8.1,3,3.0
9,5,5.4,3,2.55
30,8,11.1,4,3.3
3,2,2.6,2,1.4
13,6,8.2,3,2.6
15,9,7.5,3,2.7
7,3,4.9,4,2.2
3,2,2.8,2,1.2
13,6,7.05,4,3.15
10,4,6.45,3,2.35
3,2,2.55,2,1.45
10,6,5.5,3,2.9
14,8,7.1,3,2.55
15,5,8.4,4,2.8
15,8,8.35,3,2.5
16,7,8.7,3,2.95
19,6,8.7,3,3.15
16,8,8.2,3,2.85
15,9,7.75,3,3.05
3,2,2.55,2,1.45
17,7,8.25,4,3.0
14,8,7.15,3,3.0
13,6,7.5,3,2.9
18,8,8.9,3,2.85
13,6,6.85,3,3.0
3,2,2.55,2,1.45
22,9,10.8,3,3.1
14,7,8.05,3,2.85
10,5,5.85,3,2.85
17,7,8.9,4,3.05
3,2,2.7,2,1.3
21,6,9.1,5,3.05
14,8,7.45,5,2.9
18,7,8.2,3,3.2
46,9,14.65,5,3.8
8,4,5.65,3,2.15
19,9,9.4,2,3.0
14,6,7.15,4,3.0
9,4,5.7,3,2.7
12,5,6.5,3,2.7
18,8,8.8,3,3.05
11,4,5.7,3,2.95
22,9,10.0,4,3.25
21,10,8.65,5,3.3
7,3,5.2,4,2.2
7,3,5.0,3,2.25
19,6,8.65,4,3.35
24,9,10.2,4,3.5
17,6,8.4,3,2.75
7,3,4.8,4,2.3
22,8,9.8,3,3.45
18,10,8.1,3,3.1
7,4,4.8,3,2.3
10,5,5.9,3,2.5
15,6,7.75,5,3.05
11,6,6.2,3,2.9
20,8,8.9,5,3.35
11,5,6.6,3,2.45
8,3,5.25,4,2.25
8,4,4.7,3,2.7
13,8,7.2,2,2.9
12,6,6.95,3,2.7
16,5,8.15,4,2.95
16,6,8.9,5,2.7
7,4,4.9,3,2.1
18,11,7.95,2,3.3
20,7,9.35,4,3.4
13,8,7.45,2,2.65
13,6,7.25,3,2.65
17,6,9.05,3,2.6
19,6,10.35,3,3.0
14,6,7.6,3,2.65
13,6,6.9,2,2.65
7,3,4.6,3,2.4
13,5,7.05,3,2.75
32,12,12.25,3,3.45
8,4,4.95,3,2.65
14,6,7.55,3,2.7
13,6,7.65,3,2.45
17,9,8.95,3,2.85
11,5,6.1,3,2.85
21,7,9.25,4,3.15
22,6,9.85,4,3.1
9,6,5.8,3,2.3
12,7,7.0,3,2.55
16,8,8.05,3,2.95
16,10,7.95,2,3.1
22,11,9.65,3,3.45
46,11,14.4,4,3.55
34,8,13.05,4,3.35
45,13,16.7,4,3.65
19,8,8.65,5,3.15
12,7,7.0,3,2.8
23,12,10.8,3,3.25
25,11,10.2,4,3.35
13,8,7.05,3,2.9
24,7,10.15,5,3.35
25,9,10.5,4,3.2
15,8,7.85,3,3.0
11,6,6.45,3,2.55
18,8,8.65,3,3.2
22,13,9.5,3,3.1
20,6,9.55,5,3.0
15,5,7.95,6,2.8
30,13,12.0,5,3.45
13,7,7.55,3,2.5
15,8,7.4,3,2.95
22,6,9.75,4,3.5
15,7,7.65,3,2.9
20,7,9.6,4,2.8
11,5,5.55,4,2.9
11,6,6.7,3,2.4
8,5,5.25,2,2.3
11,6,6.15,3,2.95
14,5,7.75,3,2.9
14,9,7.45,4,2.8
3,2,2.75,2,1.25
10,6,6.6,3,2.65
14,6,7.25,4,2.75
11,7,6.2,2,2.65
42,17,14.1,4,3.85
13,7,7.15,3,2.7
17,7,7.65,3,3.1
3,2,2.7,2,1.3
19,8,8.75,3,3.25
3,2,2.65,2,1.35
9,5,6.0,3,2.45
18,8,8.8,3,2.95
17,7,7.95,3,3.3
14,7,7.7,3,2.95
10,5,6.35,3,2.55
15,5,7.6,3,3.1
15,8,8.35,3,2.55
17,6,8.75,4,2.8
14,7,6.85,4,2.65
17,10,8.55,3,2.95
19,7,9.45,3,2.95
12,6,6.8,3,2.8
23,10,9.75,4,3.05
17,8,8.7,3,3.0
19,10,8.6,3,3.1
14,7,7.45,5,2.6
7,4,4.4,3,2.5
23,7,9.2,4,3.5
12,7,6.1,3,2.6
34,13,12.45,4,3.55
14,7,7.95,4,2.8
16,7,7.85,3,2.95
12,6,6.65,3,2.85
33,9,12.7,4,3.4
23,8,9.45,4,3.2
13,6,7.25,4,2.95
30,9,11.5,6,3.45
15,9,8.0,2,2.75
15,6,7.55,3,2.8
13,5,7.05,3,3.0
10,5,6.2,3,2.55
19,7,9.5,4,3.05
19,7,9.1,5,2.85
25,9,11.0,3,3.1
32,10,12.5,4,3.55
15,6,7.8,3,2.7
29,7,12.05,5,3.55
11,6,6.65,3,2.9
13,6,7.1,3,3.0
22,9,9.6,4,3.0
15,7,7.15,3,2.8
17,6,8.3,4,2.95
32,11,10.55,5,3.5
34,10,12.9,4,3.4
15,8,8.2,3,2.6
36,10,12.5,5,3.5
15,8,7.75,3,3.2
15,5,7.45,4,2.8
25,7,10.65,4,3.3
20,11,8.85,3,3.35
23,8,10.3,4,3.45
35,11,13.6,4,3.6
29,8,10.15,6,3.6
11,5,6.05,3,2.85
6,3,4.1,3,2.25
26,9,11.05,7,3.35
16,6,7.15,4,3.05
39,11,12.4,8,3.55
11,6,6.15,3,2.5
22,8,9.65,3,3.25
11,8,6.5,3,2.6
25,10,10.65,4,3.35
20,6,8.75,4,3.05
20,11,9.05,4,3.3
11,6,6.55,5,2.75
10,5,6.2,3,2.8
38,10,13.25,6,3.65
27,7,11.05,6,3.65
23,7,10.35,6,3.45
19,5,8.65,5,3.1
14,5,7.65,5,2.75
15,6,8.0,4,2.8
14,7,7.0,3,3.05
11,7,6.3,3,2.7
17,8,8.25,3,2.95
10,5,6.2,4,2.4
11,5,6.7,4,2.95
14,5,6.65,5,3.1
20,8,8.7,4,2.9
17,6,8.9,4,2.85
19,8,9.65,4,2.95
60,14,16.5,5,3.8
21,6,10.1,4,3.05
23,6,9.85,7,3.3
10,6,5.7,3,2.7
27,6,10.95,8,3.35
11,5,6.7,5,2.5
13,7,7.2,3,2.7
13,7,6.75,3,2.65
25,8,10.55,4,3.4
22,7,10.25,4,3.25
54,13,15.7,4,3.8
21,7,9.0,6,3.55
34,13,12.1,3,3.9
17,6,8.35,4,3.0
13,7,7.0,3,2.95
28,14,11.7,3,3.3
30,10,12.1,4,3.4
21,10,10.3,4,3.35
14,8,8.0,3,2.75
33,8,12.3,5,3.2
37,10,14.0,4,3.65
17,6,7.75,4,3.25
37,8,12.45,8,3.45
15,8,7.4,3,2.9
9,5,6.0,3,2.2
19,9,8.6,4,2.95
10,5,6.3,2,2.6
19,6,8.8,4,3.0
25,8,11.15,4,3.1
21,10,10.15,3,2.95
18,5,8.95,5,2.8
11,6,6.4,3,2.5
24,6,10.5,7,3.1
11,4,6.6,6,2.85
8,5,4.95,3,2.4
32,8,11.7,5,3.25
42,10,13.2,4,3.95
21,8,9.3,5,3.05
11,6,5.9,4,2.95
21,8,10.25,4,3.0
23,8,10.4,4,3.5
8,5,5.3,3,2.3
32,10,12.4,3,3.35
19,8,9.2,3,3.1
10,6,6.35,3,2.45
34,8,13.5,6,3.6
22,10,9.75,4,3.35
19,7,8.5,3,3.05
15,8,8.55,3,2.85
21,8,9.4,4,3.35
27,11,11.05,3,3.25
7,4,5.2,3,2.15
23,12,9.75,3,3.35
23,10,10.4,4,3.25
44,16,13.1,3,3.9
26,9,9.75,4,3.3
14,7,7.65,2,2.9
36,10,14.4,4,3.35
29,8,11.45,6,3.45
31,13,13.25,5,3.35
46,16,14.35,3,3.75
22,10,9.45,5,3.35
11,6,6.5,3,2.6
35,13,12.35,4,3.45
8,5,5.1,2,2.55
15,6,7.95,4,2.75
23,9,9.75,3,3.4
27,15,11.6,4,3.2
11,7,6.3,3,2.7
11,8,6.3,2,2.55
20,6,9.2,5,3.0
16,7,7.7,4,3.1
11,5,6.55,3,2.5
22,11,9.2,5,3.25
25,7,10.4,6,3.1
15,7,8.1,3,2.9
35,10,12.95,6,3.5
22,8,9.4,5,3.2
27,10,10.85,4,3.4
13,9,6.6,3,2.9
18,8,8.25,4,3.05
9,4,5.9,4,2.45
14,5,7.25,4,2.9
19,8,8.3,5,3.05
14,8,7.5,3,2.9
13,6,6.9,3,2.65
12,7,7.65,3,2.4
20,7,9.5,3,2.95
12,5,6.9,3,2.7
12,6,6.45,3,2.8
14,6,7.45,4,2.8
14,5,7.6,4,2.55
7,3,4.85,5,2.25
17,8,7.6,3,2.9
21,9,9.7,4,3.2
14,7,8.1,3,2.65
15,6,8.05,4,3.05
14,7,7.65,3,2.75
37,14,12.5,4,3.65
20,9,8.8,4,3.1
24,7,9.85,4,3.35
27,12,11.0,3,3.15
16,8,7.55,3,3.2
28,14,11.25,4,3.6
18,8,9.05,3,3.05
10,4,6.45,3,2.6
11,5,6.25,3,2.8
37,14,13.25,5,3.5
9,4,6.0,4,2.5
10,5,6.05,3,2.45
8,4,5.25,4,2.3
21,10,9.7,4,2.85
24,9,9.95,5,3.3
20,9,9.6,4,3.2
21,10,9.65,3,3.05
19,5,8.9,6,3.25
26,11,11.1,3,3.4
15,5,7.85,4,2.8
18,7,8.2,4,2.95
20,9,9.7,4,3.15
16,8,8.55,3,3.0
31,10,12.65,6,3.35
14,7,7.9,3,2.75
23,10,10.0,3,3.15
46,13,15.0,5,3.65
24,8,10.2,5,3.2
29,10,10.65,4,3.6
19,7,9.35,4,3.45
25,8,10.7,6,3.35
28,9,11.35,4,3.5
15,9,7.3,3,2.9
32,13,12.4,4,3.25
28,15,12.15,4,3.35
23,9,9.6,3,3.0
18,10,8.4,4,3.1
16,9,7.3,3,3.05
14,7,7.25,3,2.95
28,8,10.75,4,3.15
24,9,9.15,3,3.05
19,7,9.3,5,3.2
31,8,12.05,5,3.25
25,11,9.95,4,3.3
19,13,8.65,2,3.1
14,7,7.8,3,2.6
17,10,8.4,3,2.95
12,5,7.0,4,2.85
29,9,11.75,4,3.25
11,7,6.5,3,2.7
7,3,4.75,5,2.25
12,6,6.75,3,2.8
28,11,11.25,3,3.3
20,6,9.25,5,2.95
23,7,10.85,4,3.2
18,10,9.1,2,3.05
26,9,11.15,5,3.3
16,7,8.25,4,2.8
9,7,5.5,2,2.55
15,4,7.85,6,2.9
24,7,11.4,4,3.15
6,4,4.3,3,2.3
14,6,7.25,4,3.25
10,7,6.85,2,2.5
4,2,3.25,3,1.75
18,7,8.95,2,3.1
19,7,9.85,3,3.0
54,11,16.05,5,3.55
25,10,9.8,5,3.3
26,9,11.75,4,3.35
16,8,7.85,3,3.0
15,5,7.7,7,3.15
3,2,2.75,2,1.25
30,13,11.8,4,3.05
7,3,4.8,4,2.3
16,8,7.95,3,2.95
10,6,5.85,3,2.55
10,3,5.9,6,2.7
21,9,9.3,5,3.1
27,8,10.45,5,3.2
21,10,9.55,3,3.0
15,10,7.2,3,2.95
7,4,4.8,3,2.35
13,8,7.25,3,2.75
18,8,8.35,4,3.0
23,7,9.35,6,3.55
8,4,5.45,4,2.35
16,6,8.25,3,2.9
17,7,8.3,3,2.95
38,8,12.55,4,3.85
25,15,10.75,2,3.2
22,10,10.0,3,3.3
23,10,10.4,3,3.05
10,5,6.15,4,2.4
17,6,8.95,4,2.9
26,12,11.1,4,3.25
25,5,10.5,8,3.25
54,10,15.45,6,3.7
43,15,13.8,4,3.8
24,11,10.35,4,3.1
37,10,12.15,4,3.75
27,6,11.3,8,3.2
45,11,15.0,6,3.85
38,14,14.6,5,3.55
29,12,10.65,4,3.5
30,13,11.05,4,3.6
19,9,8.7,3,2.85
26,15,10.85,3,3.45
6,3,4.55,3,1.95
18,5,9.05,5,2.95
26,8,11.25,5,3.25
28,17,12.25,3,3.6
30,10,11.7,4,3.35
25,9,11.2,5,3.25
18,8,8.3,3,2.75
26,9,10.3,4,3.4
26,12,10.15,3,3.6
39,10,13.25,5,3.5
29,11,11.3,3,3.4
20,9,9.25,3,3.1
33,9,11.6,3,3.7
23,5,9.8,8,3.2
22,8,10.05,3,3.25
40,12,13.5,4,3.55
26,10,10.5,3,3.2
24,9,9.95,6,3.2
16,6,7.95,4,2.8
11,7,6.4,2,2.65
36,16,13.55,4,3.5
21,10,9.5,4,3.1
27,14,12.15,4,3.2
17,5,8.2,5,3.35
20,8,8.8,4,3.0
17,6,8.55,4,3.1
20,9,8.65,4,3.3
24,6,9.65,4,3.75
10,5,5.8,3,2.6
8,4,5.05,3,2.35
16,10,8.05,3,2.8
14,7,7.6,3,2.85
10,7,6.65,3,2.55
24,9,9.85,3,3.35
12,5,6.8,5,2.65
25,11,10.0,4,3.5
12,7,6.35,3,3.0
10,5,5.7,3,2.65
15,5,8.05,6,2.8
9,6,4.85,3,2.8
18,6,8.8,4,3.0
11,8,6.65,3,2.4
18,6,8.75,6,3.25
12,9,7.0,3,2.45
12,4,6.55,3,2.85
12,6,6.25,3,2.8
13,6,7.0,3,3.0
15,6,8.05,3,2.85
22,7,9.1,6,3.3
11,6,6.45,3,2.8
24,7,10.0,7,3.1
31,10,13.4,3,3.75
32,8,13.25,5,3.3
26,7,10.85,7,3.6
9,4,5.8,3,2.4
30,9,11.35,6,3.45
26,7,10.1,5,3.6
17,10,8.25,2,2.85
29,11,11.65,4,3.25
17,7,8.55,6,2.8
23,9,10.85,5,3.25
11,4,6.85,4,2.5
23,9,9.95,3,3.35
16,9,8.0,3,3.05
11,6,5.8,3,2.75
28,9,11.75,3,3.35
42,9,14.55,4,3.9
28,9,12.15,3,3.55
16,7,8.75,7,2.7
28,10,11.55,5,3.25
31,9,12.0,4,3.25
33,21,11.65,3,3.55
17,8,7.85,3,3.0
29,11,10.7,5,3.45
24,7,11.0,6,3.2
11,7,6.35,3,2.55
24,11,10.0,4,3.3
14,5,7.9,6,2.65
16,7,7.8,5,3.0
21,9,9.3,4,3.25
35,12,13.1,4,3.7
13,6,7.15,4,2.8
18,8,9.2,3,2.95
17,8,7.6,3,3.15
12,6,7.7,3,2.6
17,7,7.85,3,3.05
27,6,11.55,6,3.25
23,7,10.25,6,3.15
22,8,8.95,4,3.3
14,7,7.0,4,3.05
18,6,8.4,3,3.0
19,7,9.05,4,3.3
22,10,8.95,4,3.25
25,13,10.55,3,3.45
51,11,16.9,7,3.45
35,15,12.8,3,3.55
33,11,11.8,4,3.65
7,4,5.0,3,2.2
7,4,4.4,4,2.5
29,7,11.15,5,3.45
27,9,12.3,4,3.4
52,12,14.55,6,3.65
23,7,9.6,4,3.4
26,7,9.7,4,3.75
21,10,10.1,4,2.95
37,11,13.3,6,3.7
22,9,10.7,3,2.85
40,12,13.15,6,3.8
32,11,11.4,6,3.75
28,7,10.95,4,3.55
