length,real_depth,random_depth,real_max_arity,random_max_arity
16,7,8.45,5,2.85
31,10,11.6,4,3.3
28,9,10.2,6,3.55
28,11,11.5,5,3.25
18,8,9.05,3,3.15
17,7,8.65,4,2.95
40,8,14.0,7,3.35
50,8,16.1,6,3.7
22,8,8.65,5,3.55
36,7,13.1,5,3.85
19,7,9.05,4,3.1
36,9,12.4,5,3.5
43,9,15.9,5,3.45
14,7,8.05,4,2.7
8,5,5.3,2,2.25
24,6,10.65,7,3.25
16,6,8.05,4,2.95
14,4,7.55,5,2.8
15,5,7.9,5,2.7
15,6,7.65,5,2.85
24,6,10.2,5,3.4
20,8,9.6,5,3.4
14,9,7.15,3,2.8
25,9,9.6,3,3.35
24,8,11.0,5,3.05
31,12,12.45,5,3.4
21,8,9.55,4,3.4
20,7,9.9,4,2.9
33,9,12.1,3,3.5
8,4,5.15,3,2.3
23,7,10.55,5,3.2
32,12,12.75,3,3.35
5,3,4.0,3,1.65
26,9,11.3,5,3.3
33,10,11.85,4,3.75
25,11,10.7,4,3.4
13,7,7.4,4,2.7
24,12,11.25,3,3.05
50,9,15.8,7,3.6
31,6,12.55,5,3.45
18,6,8.8,3,2.95
26,9,10.65,4,3.25
7,3,4.55,5,2.5
15,5,8.45,4,2.6
16,5,7.25,4,3.2
25,9,10.55,5,3.0
78,12,18.55,6,3.75
58,11,16.4,5,4.05
10,6,5.55,3,2.75
24,9,9.4,4,3.25
14,4,7.45,4,2.8
21,7,9.3,3,3.1
14,6,7.65,4,2.7
38,13,12.1,3,3.55
39,11,14.5,5,3.45
15,5,7.65,4,3.05
74,12,20.0,6,3.95
17,6,8.1,4,3.05
23,7,10.2,5,3.1
33,13,14.3,5,3.35
18,5,9.2,4,3.2
21,6,10.5,5,2.9
22,6,9.35,4,3.45
16,7,7.85,3,2.7
12,7,6.75,3,2.8
35,10,12.3,5,3.3
53,10,16.55,5,4.05
19,7,8.4,5,3.3
18,7,8.75,5,2.85
8,3,5.35,4,2.3
13,6,7.05,4,2.5
36,11,13.3,4,3.45
50,12,14.8,6,3.9
16,7,7.75,3,3.2
55,16,16.6,5,3.7
17,6,8.7,4,2.9
12,7,6.95,2,2.6
31,7,11.2,5,3.35
14,5,7.55,5,2.85
34,8,12.65,5,3.45
34,11,12.5,3,3.75
38,8,14.3,4,3.35
28,15,11.4,3,3.6
8,5,5.45,3,2.2
15,5,8.0,4,2.9
4,2,3.0,3,2.0
20,9,9.3,3,3.1
23,8,9.3,5,3.2
22,9,9.2,5,3.5
33,9,12.65,4,3.35
13,7,7.65,4,2.7
32,7,12.3,6,3.45
12,5,6.85,3,2.75
17,6,8.4,5,3.1
8,5,5.35,2,2.2
14,7,7.3,3,2.95
25,5,10.4,7,3.2
20,9,8.65,5,3.25
24,7,9.95,5,3.6
16,5,7.85,4,2.85
26,9,10.05,4,3.65
39,9,14.05,5,3.4
23,8,10.75,5,2.85
9,6,6.05,3,2.45
20,9,9.2,3,2.7
21,8,9.95,6,3.0
53,15,16.6,5,3.7
55,15,15.2,5,3.75
17,5,8.35,5,3.0
21,9,9.1,5,3.45
19,11,8.95,3,3.0
12,8,7.1,3,2.75
6,4,4.15,2,2.1
30,13,11.7,4,3.5
23,8,9.7,6,3.4
20,7,8.75,4,3.15
28,8,10.8,5,3.25
16,6,7.55,4,3.0
26,10,10.95,5,3.45
18,7,7.9,4,3.1
11,6,6.15,4,2.75
43,13,14.1,5,3.4
38,8,12.9,5,3.5
25,9,10.8,4,3.25
33,11,13.35,5,3.05
16,10,8.05,3,3.0
29,9,10.9,3,3.6
13,5,7.5,4,2.7
23,8,10.0,4,3.3
26,12,10.7,5,3.5
18,5,8.1,4,3.15
12,5,7.05,4,2.55
38,14,14.05,5,3.5
19,7,9.0,5,3.1
20,7,9.95,5,3.2
41,7,14.4,6,3.75
12,6,6.8,3,2.8
21,9,9.25,4,3.45
21,6,9.25,4,3.2
11,3,6.35,5,2.8
17,8,8.45,5,3.25
11,7,6.5,3,2.55
18,7,9.1,4,2.95
12,5,6.5,4,2.7
26,9,9.9,4,3.15
24,5,10.9,5,3.0
58,12,15.85,5,4.15
28,7,11.1,4,3.4
43,11,15.1,3,3.4
27,10,11.2,5,3.35
30,13,11.3,3,3.25
26,7,11.3,4,3.1
32,9,11.9,4,3.6
25,7,10.7,5,3.2
15,6,7.8,3,2.85
20,6,9.05,5,3.1
26,7,10.35,5,3.2
21,6,9.25,4,3.4
43,9,13.5,5,3.75
35,12,13.1,5,3.7
21,7,9.55,5,2.95
26,7,10.55,4,3.5
20,5,9.8,6,3.15
52,10,15.85,5,3.55
13,7,6.8,3,2.95
7,5,5.05,2,2.3
18,7,8.25,3,3.1
18,6,8.4,5,3.15
20,11,10.25,5,3.05
9,4,5.65,4,2.6
35,11,13.4,4,3.45
64,22,18.05,4,3.65
47,17,13.5,5,3.9
17,6,8.45,4,2.75
18,6,8.65,6,2.85
21,6,8.75,4,3.3
22,6,9.4,6,3.55
19,7,9.2,4,3.05
25,9,10.95,3,3.15
14,6,7.9,4,2.8
19,6,8.65,7,3.3
15,4,7.7,5,2.85
17,8,9.0,3,2.95
27,8,11.6,4,3.2
64,12,16.9,6,4.05
33,10,12.3,5,3.55
18,9,8.7,5,3.2
55,19,16.65,4,3.75
25,7,9.5,4,3.15
16,5,7.6,6,3.15
13,6,7.2,4,2.75
18,5,7.95,4,3.25
9,5,5.4,3,2.15
23,6,10.25,6,3.1
27,9,11.3,4,3.45
18,7,8.9,4,2.95
40,10,12.1,4,3.9
37,11,11.95,5,3.65
43,11,14.75,5,3.65
29,6,11.9,8,3.05
35,9,11.65,5,3.65
11,5,6.55,3,2.75
18,6,8.6,4,3.0
32,10,12.3,4,3.4
16,6,8.4,3,3.05
15,6,7.6,3,2.75
32,6,12.05,6,3.5
19,8,8.95,4,2.9
15,7,8.1,4,3.0
9,4,5.95,5,2.45
12,7,6.9,3,2.75
10,3,5.95,5,2.7
34,11,12.65,6,3.45
9,5,5.45,4,2.45
12,7,6.7,3,2.7
47,9,14.65,5,3.55
23,5,9.7,6,3.4
15,7,8.25,4,2.9
26,9,11.15,4,3.3
20,6,8.75,5,3.2
16,7,7.5,4,3.15
57,12,16.4,5,3.8
31,10,12.4,4,3.4
40,10,13.75,5,3.9
6,4,4.05,3,2.25
15,9,7.45,3,2.8
34,11,12.55,6,3.5
28,7,11.3,4,3.35
32,12,12.05,4,3.5
48,10,15.1,4,3.8
18,7,8.7,4,3.25
38,7,13.15,4,3.7
16,6,8.4,3,3.1
22,6,10.05,6,2.85
17,6,8.35,5,3.3
37,10,12.7,5,3.65
20,7,9.35,6,3.1
23,10,9.85,4,3.15
18,5,8.9,5,2.9
20,6,9.3,5,3.45
29,9,11.35,4,3.55
31,7,12.4,5,3.6
21,7,9.25,4,3.3
25,7,11.0,6,3.35
27,6,11.15,4,3.25
36,7,13.1,5,3.2
11,5,6.25,3,2.65
16,7,7.7,4,3.25
19,6,9.5,4,2.95
7,4,4.8,3,2.15
21,8,9.2,3,3.2
14,8,7.9,3,2.75
45,13,14.2,4,3.65
15,6,7.3,3,2.95
57,7,18.2,7,3.7
12,6,6.75,4,2.7
20,9,8.9,3,3.45
28,8,11.35,4,3.35
32,11,12.45,4,3.55
37,11,11.35,6,3.7
37,12,12.05,4,3.6
17,6,8.15,4,3.0
24,5,10.6,6,3.05
10,4,5.8,5,2.5
9,5,5.8,4,2.45
14,7,7.35,3,2.75
12,5,6.7,5,2.4
34,9,12.3,5,3.6
11,6,6.2,3,2.65
28,16,10.95,4,3.55
33,10,13.7,6,3.2
20,8,8.8,4,3.15
13,6,7.8,4,2.8
20,9,8.85,4,3.25
22,5,10.1,5,3.0
17,5,8.0,5,2.9
14,6,7.05,5,3.05
20,7,9.6,4,3.0
31,7,12.25,6,3.45
75,21,19.55,4,3.9
14,7,7.1,3,3.0
17,7,8.3,5,2.95
16,8,8.0,3,3.1
21,7,9.35,4,3.15
32,7,11.55,6,3.35
17,8,8.8,3,2.85
33,8,12.1,4,3.45
20,8,10.0,5,3.05
47,9,15.85,5,3.25
10,4,6.05,4,2.5
11,4,6.0,4,2.85
32,10,10.8,4,3.5
20,8,10.1,3,3.0
30,11,12.35,4,3.5
14,6,7.95,3,2.5
56,10,17.45,7,3.9
16,6,8.2,4,2.8
14,7,7.2,3,3.2
19,8,9.05,4,3.0
29,11,12.35,4,3.2
5,3,3.85,2,2.0
20,7,8.55,5,3.35
41,10,13.75,6,3.65
28,10,11.2,5,3.4
16,5,8.05,4,3.05
34,9,13.2,4,3.65
29,12,11.65,4,3.45
18,7,9.25,3,3.05
7,3,4.3,4,2.55
9,3,5.75,4,2.3
9,3,5.5,4,2.55
27,8,10.75,6,3.4
16,6,7.8,4,2.95
17,6,8.5,4,2.85
19,8,8.35,3,3.0
20,7,9.0,3,3.05
23,8,9.7,5,3.2
32,8,12.4,6,3.3
38,12,13.35,5,3.35
23,7,9.75,5,3.7
31,8,11.2,5,3.6
41,16,13.95,4,3.5
16,7,8.3,4,2.7
54,8,17.1,6,3.9
31,8,11.95,6,3.55
25,6,10.7,5,3.25
22,7,10.3,4,3.1
30,8,11.2,5,3.8
12,4,6.9,4,2.75
15,6,8.2,5,2.8
18,6,8.45,5,3.15
12,6,6.7,3,2.55
41,9,14.35,4,3.85
49,7,15.7,7,3.75
18,7,8.4,5,3.05
22,7,9.7,6,3.2
58,12,17.3,5,3.95
28,9,10.85,6,3.2
56,9,16.2,6,3.65
36,7,12.8,6,3.4
14,5,6.8,3,3.2
15,5,7.95,5,2.8
18,5,9.3,4,3.0
20,7,8.95,5,3.25
15,6,8.1,5,2.8
58,9,16.95,5,3.65
44,11,15.25,5,3.6
17,6,8.25,7,3.05
17,7,8.65,6,2.8
32,6,12.1,6,3.4
29,9,11.45,5,3.5
12,5,6.55,4,2.75
36,10,13.4,4,3.8
8,5,5.45,3,2.4
30,10,11.55,5,3.55
28,7,11.3,5,3.5
31,7,12.4,6,3.4
9,5,5.95,3,2.25
21,8,9.45,8,3.2
44,7,14.7,7,3.55
23,7,9.55,7,3.35
18,5,8.65,4,2.85
9,4,5.85,4,2.5
22,7,10.0,5,3.1
12,5,6.6,4,2.95
12,4,6.6,4,2.85
17,9,8.15,5,3.05
7,3,5.05,5,2.3
19,7,8.9,7,3.15
21,8,9.0,3,3.15
19,5,8.95,5,3.15
70,11,18.4,7,3.9
45,9,14.1,5,3.75
28,8,11.8,4,3.2
12,5,6.4,5,2.85
22,10,9.5,4,3.45
30,6,10.9,8,3.45
34,6,10.9,4,3.55
41,13,12.4,3,3.9
23,8,11.25,4,3.0
14,7,7.0,3,2.95
13,5,6.95,3,2.75
14,7,7.9,4,2.9
30,9,12.15,5,3.35
51,15,16.25,4,3.6
45,8,15.0,7,3.65
38,8,14.1,6,3.6
16,6,8.35,4,2.9
40,12,13.6,4,3.8
19,12,8.9,3,3.0
33,6,12.1,5,3.45
10,4,6.05,3,2.7
55,12,15.5,6,3.55
31,7,11.6,5,3.4
29,11,11.05,4,3.8
21,9,9.45,5,3.2
28,9,10.5,5,3.45
10,6,6.1,3,2.45
19,8,8.5,5,2.95
9,5,5.2,3,2.8
26,8,11.4,3,2.95
14,7,7.85,3,2.75
27,8,11.45,5,3.4
29,13,12.0,4,3.45
10,7,5.8,3,2.7
18,7,8.95,4,3.0
27,10,11.2,4,3.35
13,6,7.65,5,2.85
17,6,8.3,3,3.0
10,6,5.9,4,2.7
41,10,15.4,5,3.4
16,6,7.75,5,3.05
6,3,4.15,3,2.35
21,8,9.45,3,2.9
44,9,13.3,5,3.75
15,5,7.45,4,2.95
41,12,14.0,7,3.5
23,8,10.15,5,3.2
8,5,5.45,4,2.45
8,3,5.15,4,2.75
17,9,8.35,3,3.35
6,3,4.2,3,2.2
15,5,7.6,3,2.95
25,8,11.3,5,2.95
26,9,10.25,4,3.15
27,11,10.45,5,3.6
31,13,11.3,4,3.8
38,8,13.6,7,3.75
14,8,7.5,3,2.9
23,5,9.55,7,3.3
20,10,9.35,4,3.05
5,3,3.8,3,2.0
17,5,9.0,5,3.0
26,10,10.45,6,3.35
15,6,7.55,3,2.9
45,11,14.85,5,3.8
6,2,4.25,5,2.15
10,5,6.1,3,2.6
8,4,5.1,4,2.35
20,7,9.15,4,2.95
38,9,12.85,5,3.65
9,4,5.3,4,2.45
35,12,12.85,4,3.55
19,7,8.8,6,3.2
20,9,9.7,3,3.05
22,6,9.55,5,3.35
60,18,17.25,5,3.8
68,11,18.25,7,4.05
13,5,6.95,4,2.75
23,7,10.1,5,3.2
22,8,9.65,4,3.55
17,6,8.15,5,3.05
20,7,8.6,5,3.35
28,7,10.75,5,3.3
23,7,10.5,4,3.2
12,4,6.9,5,2.95
14,6,7.4,4,2.95
17,6,8.15,6,3.05
12,7,6.35,3,2.85
15,4,7.35,5,2.95
17,6,7.1,5,3.15
12,5,7.45,3,2.85
14,6,6.95,5,3.2
19,6,8.6,5,3.0
19,5,9.1,5,2.95
30,9,11.5,5,3.6
25,9,9.65,4,3.4
8,4,5.2,4,2.2
24,8,10.7,4,3.15
21,8,8.8,5,3.15
25,8,10.35,4,3.3
22,10,10.15,5,3.1
10,3,6.3,4,2.25
13,5,7.2,4,2.65
33,6,12.35,4,3.5
18,8,8.95,3,3.0
70,18,17.25,5,4.2
14,6,7.9,5,2.8
17,8,8.3,3,3.0
25,8,11.45,4,3.2
20,4,8.85,5,3.15
38,10,12.95,4,4.0
22,9,9.9,4,3.15
30,12,11.8,4,3.15
19,6,8.75,3,3.3
30,11,11.35,5,3.55
59,13,17.2,5,3.85
52,10,15.05,6,3.85
34,8,13.0,5,3.35
51,12,16.2,4,3.65
33,10,11.5,4,3.65
9,4,5.65,4,2.4
26,6,11.5,4,3.35
24,6,11.2,6,3.05
18,6,8.65,6,3.1
19,7,9.3,3,3.0
43,8,14.2,6,3.55
27,7,11.1,6,3.15
19,9,8.85,4,3.05
35,11,12.4,4,3.6
22,6,9.6,5,3.4
11,6,6.75,3,2.55
15,8,7.35,3,3.15
19,6,8.65,7,3.4
18,9,8.25,4,3.1
29,9,11.9,4,3.3
31,9,11.2,5,3.2
27,13,11.4,4,3.1
12,5,6.2,4,2.75
37,9,13.55,6,3.55
26,8,10.15,4,3.35
23,5,10.05,5,3.3
18,7,9.1,4,3.0
14,6,7.5,3,2.95
12,6,6.8,3,2.8
82,20,20.7,3,3.9
7,4,4.8,4,2.25
23,6,9.35,4,3.15
27,8,10.7,4,3.25
31,12,12.8,5,3.2
13,7,7.05,3,2.65
34,14,13.5,7,3.55
50,9,14.0,6,4.05
20,6,9.0,6,3.35
23,10,10.25,3,3.2
11,5,5.95,5,2.75
5,3,4.05,3,1.75
43,15,14.45,5,3.55
37,8,12.8,6,3.55
36,13,11.45,5,3.7
21,11,8.75,4,3.1
13,8,7.0,4,2.85
42,11,14.3,5,3.7
51,11,15.85,5,3.7
29,8,12.3,4,3.5
29,12,11.3,3,3.35
14,5,7.1,4,3.0
12,5,6.85,4,2.4
19,6,9.6,5,2.9
12,5,7.0,3,2.75
7,4,5.0,4,2.25
14,6,7.1,6,2.95
47,10,15.1,6,3.8
27,9,10.7,5,3.4
21,9,9.15,3,3.3
24,7,11.2,5,3.2
16,8,8.1,5,3.05
11,5,6.4,4,2.55
28,9,10.85,5,3.55
19,6,8.65,6,3.15
23,10,10.05,3,2.95
38,11,13.75,4,3.65
18,6,8.3,5,3.35
23,7,10.4,4,3.05
18,6,9.05,5,3.15
11,5,6.5,5,2.8
17,6,8.55,5,3.0
10,4,6.1,4,2.75
38,9,13.35,6,3.6
29,8,11.3,5,3.45
16,5,7.7,4,3.15
42,11,14.0,7,3.4
28,9,11.05,4,3.6
15,8,7.05,4,2.85
10,5,6.2,4,2.45
6,3,4.3,3,2.2
36,9,13.5,6,3.4
17,5,8.45,4,3.05
53,11,15.95,5,3.85
14,4,7.4,6,2.75
11,4,6.45,4,2.9
24,9,10.65,4,3.4
37,11,13.1,5,3.35
46,13,14.4,6,3.8
15,4,7.35,5,3.0
22,7,9.65,3,3.2
6,3,4.1,4,2.35
21,7,10.4,4,2.95
18,8,8.6,3,3.15
18,6,8.8,6,3.05
28,8,11.6,6,3.4
13,7,6.75,4,3.0
28,7,11.5,6,3.7
16,6,8.35,4,2.85
26,8,9.9,5,3.65
34,12,13.25,5,3.05
25,7,11.0,4,3.3
42,14,13.7,4,3.6
31,8,12.05,5,3.45
25,12,10.1,5,3.1
25,7,10.25,4,3.0
17,6,8.25,3,3.05
28,9,10.8,8,3.55
13,5,7.05,4,2.8
7,4,4.85,3,2.3
6,3,4.25,3,2.2
8,5,5.6,3,2.3
22,5,10.25,8,3.25
27,9,10.85,5,3.2
47,11,13.9,5,3.85
39,11,12.15,6,3.5
20,9,8.85,4,3.35
34,7,13.0,5,3.65
7,3,4.65,4,2.2
56,14,17.65,5,3.65
23,10,9.7,4,3.35
30,9,11.2,5,3.35
51,11,16.05,5,3.85
20,5,9.1,4,3.3
22,11,10.3,4,3.3
30,16,11.65,4,3.3
18,9,8.85,4,3.25
54,19,17.75,5,3.75
15,6,8.15,4,3.05
20,5,9.15,6,3.0
43,11,15.6,4,3.65
21,7,9.0,3,3.25
13,3,6.95,5,2.8
15,6,7.25,5,2.9
31,8,11.35,6,3.6
25,8,10.3,4,3.6
21,6,9.5,4,3.05
30,10,12.0,5,3.4
12,7,6.25,3,2.65
29,8,12.1,4,3.5
9,4,6.1,4,2.3
24,8,9.6,5,3.0
36,8,11.75,6,3.6
23,7,10.8,4,3.25
27,8,10.45,5,3.5
6,3,4.45,4,2.1
28,8,11.35,5,3.6
18,7,8.95,4,2.85
17,10,8.45,3,3.15
50,14,14.95,6,3.8
8,3,5.2,5,2.15
30,11,11.7,4,3.4
13,6,7.3,5,2.85
49,8,15.3,6,3.65
33,11,13.2,7,3.45
12,7,6.65,4,2.85
38,8,12.5,6,3.6
8,5,5.45,3,2.25
19,6,9.45,5,3.05
36,15,12.3,4,3.55
39,12,13.1,6,3.6
23,7,9.95,4,3.0
35,10,12.45,5,3.65
8,6,4.75,3,2.45
26,8,10.3,4,3.5
17,5,8.25,4,3.2
21,9,9.55,5,3.0
18,8,8.7,5,2.7
27,8,10.75,4,3.6
10,5,5.95,3,2.5
37,10,13.75,5,3.65
20,6,9.25,5,3.05
23,6,9.65,5,3.35
14,7,7.7,3,2.9
12,6,6.9,3,2.95
21,8,10.15,5,3.1
7,3,5.0,4,2.35
41,12,13.85,4,3.7
9,4,5.35,4,2.6
6,2,4.4,5,2.1
20,11,9.75,3,2.85
26,8,10.85,6,3.15
11,4,6.35,4,2.7
36,10,13.75,6,3.55
25,7,9.75,4,3.1
18,9,9.3,3,3.05
59,8,16.2,5,3.75
37,10,12.9,4,3.8
20,9,8.75,4,3.15
39,12,13.65,5,3.5
21,6,9.5,5,3.15
29,10,11.3,4,3.65
11,7,6.55,3,2.6
16,10,7.5,3,3.1
38,10,14.25,4,3.7
26,10,11.05,3,3.1
26,10,10.6,3,3.45
20,9,9.2,4,3.0
11,6,6.4,3,2.5
21,6,9.4,4,2.9
15,7,7.45,5,2.7
13,4,7.25,6,2.95
47,12,16.45,4,3.75
54,13,15.1,7,3.95
9,3,5.25,4,2.8
18,7,9.15,5,2.95
56,11,16.5,6,3.75
14,7,7.3,4,2.9
33,13,12.75,4,3.7
18,8,8.4,3,3.35
23,10,9.85,4,3.2
28,6,11.15,5,3.65
12,5,6.6,4,2.6
48,10,15.45,4,3.8
22,7,10.2,5,3.35
29,9,11.3,6,3.55
22,8,10.3,4,3.2
17,4,8.3,6,2.95
43,11,14.2,5,3.65
16,9,8.15,3,2.9
35,12,12.75,6,3.45
35,9,13.05,4,3.6
24,7,10.85,5,3.25
13,5,7.45,3,2.85
46,10,14.7,5,3.6
13,5,6.6,3,2.8
20,7,10.1,4,3.2
25,9,11.25,4,3.3
24,8,10.1,3,3.6
42,9,13.95,4,3.55
33,7,12.9,6,3.35
30,9,12.45,4,3.45
27,6,10.6,4,3.55
19,6,8.1,4,3.35
22,5,9.7,5,3.1
24,9,9.95,4,3.25
25,9,10.55,6,3.3
6,3,4.6,4,2.1
18,7,7.95,3,3.05
24,6,9.85,5,3.2
37,10,12.05,4,3.55
29,7,11.3,4,3.15
26,9,10.3,4,3.5
63,17,15.95,5,3.95
21,6,10.5,5,3.1
42,16,13.85,4,3.65
24,9,10.2,5,3.3
32,9,13.3,5,3.5
9,5,5.8,4,2.4
33,11,12.9,4,3.5
41,10,13.55,5,3.9
25,5,10.05,11,3.6
23,9,11.0,5,3.1
13,5,7.25,5,3.0
50,12,15.4,7,3.9
33,9,11.85,5,3.6
22,8,11.4,3,3.05
8,5,5.45,2,2.2
27,9,10.8,6,3.2
13,7,6.65,4,2.95
