length,real_depth,random_depth,real_max_arity,random_max_arity
42,8,15.35,5,3.6
30,10,11.85,4,3.2
28,8,12.55,3,3.5
67,18,17.6,5,3.9
18,6,8.35,5,3.05
13,7,6.6,4,2.9
9,5,5.75,3,2.3
17,7,8.75,3,2.75
13,5,7.05,3,2.85
52,9,15.25,6,3.75
20,7,9.4,5,3.45
15,7,7.35,3,2.75
25,7,11.6,5,3.25
51,15,15.6,5,3.9
36,11,13.05,4,3.7
12,7,6.65,3,2.75
21,8,9.7,3,3.25
36,9,13.7,4,3.45
28,9,10.6,5,3.1
25,7,10.3,5,3.15
32,10,11.9,4,3.6
29,14,11.55,4,3.5
19,9,9.1,4,3.05
23,10,9.95,3,3.35
24,5,11.15,6,3.1
19,8,8.8,6,3.0
36,12,12.15,4,3.45
27,9,10.6,5,3.4
33,8,12.45,4,3.1
105,17,24.2,5,4.25
45,12,15.0,5,3.9
41,8,14.0,8,3.85
139,29,27.6,6,4.3
15,5,7.95,4,2.6
30,6,12.45,7,3.5
19,7,9.6,5,3.05
20,7,9.6,6,3.25
66,14,18.9,5,3.9
47,9,13.1,6,3.85
20,7,9.25,4,3.35
20,9,9.0,4,3.0
28,9,11.45,5,3.55
21,6,9.35,4,3.35
38,10,13.75,6,3.35
30,11,11.65,3,3.35
113,18,24.1,6,4.35
30,6,10.3,6,3.35
24,6,10.1,4,3.2
38,9,13.8,5,3.4
16,8,7.35,3,3.2
36,13,12.25,6,3.65
90,14,19.7,5,4.0
50,17,15.95,6,3.7
69,16,17.9,5,4.05
31,13,11.65,4,3.4
22,8,8.75,4,3.25
36,9,13.15,4,3.7
75,18,18.6,6,4.1
17,9,7.45,2,3.1
23,9,9.45,4,2.85
14,7,7.65,4,3.05
26,7,10.65,4,3.4
32,8,11.05,5,3.65
58,16,17.1,5,3.8
28,9,10.6,5,3.45
10,6,5.55,3,2.85
22,7,10.9,4,3.2
13,5,7.2,4,2.6
22,9,9.5,3,3.3
23,7,10.25,4,3.2
28,8,10.4,4,3.5
15,5,7.85,4,2.95
33,10,12.2,4,3.5
14,7,7.85,3,2.95
28,7,10.5,5,3.6
40,9,13.7,6,3.3
21,8,9.9,4,3.0
43,9,15.4,6,3.4
6,3,4.2,3,2.3
15,6,7.75,3,2.9
8,4,5.55,2,2.55
28,12,10.85,5,3.05
14,9,7.45,4,2.8
21,11,10.1,4,2.95
8,6,4.85,2,2.35
22,8,9.8,4,3.1
12,8,6.7,2,2.65
50,12,15.55,4,3.65
24,10,10.45,4,3.1
18,6,8.05,5,3.2
12,5,7.1,3,2.85
68,15,17.8,6,4.25
21,9,9.9,4,3.2
25,9,9.9,4,3.2
11,5,6.45,4,2.65
26,8,10.75,4,3.3
82,13,20.65,4,4.0
19,12,8.4,3,3.45
43,13,13.8,5,3.6
33,9,12.15,5,3.5
13,5,6.95,5,2.7
28,10,11.1,4,3.2
32,17,11.9,4,3.6
14,7,7.8,3,2.8
18,6,8.35,4,3.15
100,15,22.35,6,4.2
20,7,9.5,4,3.2
26,7,10.35,5,3.2
31,8,11.35,6,3.3
16,7,8.05,4,2.85
7,3,5.0,4,2.1
36,10,11.9,4,3.4
15,6,7.85,5,2.7
40,10,14.25,4,3.3
16,7,8.0,3,2.85
19,5,8.85,4,3.0
44,9,16.45,5,3.5
20,10,9.85,4,2.9
23,9,9.6,4,3.45
38,14,12.35,4,3.6
51,10,15.9,5,3.5
27,7,11.25,5,3.35
17,6,8.75,3,3.0
28,7,12.45,4,3.25
16,7,8.0,5,2.85
41,9,14.05,5,3.55
28,11,11.05,3,3.35
25,7,10.45,6,3.3
31,7,11.05,7,3.5
25,7,10.2,4,3.25
42,13,13.55,4,3.55
41,9,15.6,6,3.85
20,8,9.4,4,3.25
30,11,11.6,5,3.4
16,6,8.2,5,3.0
11,6,6.4,3,2.9
37,10,12.0,6,3.6
23,7,9.3,6,3.35
29,11,11.65,5,3.15
26,9,10.2,5,3.35
24,8,11.3,6,2.95
43,7,14.55,7,3.45
22,8,9.1,4,3.35
34,12,11.8,4,3.3
15,8,7.3,5,2.75
19,11,8.15,3,3.05
40,17,15.85,3,3.6
29,8,10.45,8,3.5
21,7,8.85,4,3.15
33,9,12.1,5,3.15
36,7,12.95,5,3.65
50,10,14.35,5,3.8
27,12,9.85,3,3.35
3,2,2.65,2,1.35
30,8,11.25,4,3.45
61,8,17.55,6,3.95
29,6,11.55,4,3.15
23,7,9.6,6,3.3
36,10,13.6,4,3.35
7,3,4.9,3,2.35
28,10,10.95,4,3.5
18,8,8.35,3,3.2
10,5,5.8,3,2.7
16,6,7.65,4,2.75
33,7,12.05,4,3.5
36,10,11.5,4,3.7
16,6,8.2,4,2.8
44,7,14.4,6,3.65
43,8,14.5,5,3.75
21,7,8.55,5,2.95
8,5,4.8,4,2.45
25,9,9.95,4,3.35
36,9,12.15,4,3.7
16,6,8.25,3,3.0
29,11,11.4,5,3.2
18,7,8.5,4,3.0
59,9,17.6,5,4.0
18,8,7.9,4,3.1
23,9,9.6,4,3.3
40,19,12.9,4,3.65
28,11,10.4,4,3.45
19,7,9.2,3,3.1
10,5,6.3,3,2.45
14,7,6.9,3,2.95
18,7,8.9,4,3.2
16,5,7.55,5,3.3
11,3,6.75,4,2.6
15,7,7.15,5,3.2
5,3,3.5,3,2.2
23,10,9.8,4,3.4
16,6,7.75,4,3.0
41,11,13.0,3,3.55
19,11,8.95,3,2.8
94,14,23.25,5,4.35
63,12,19.25,4,3.9
22,8,9.9,5,3.0
5,3,3.6,3,2.2
55,12,15.6,5,3.85
38,9,14.25,6,3.4
26,8,10.5,4,3.45
26,9,10.75,4,3.2
20,6,9.3,3,3.25
27,8,11.15,4,3.1
26,7,10.65,3,3.7
17,7,8.65,3,2.95
16,10,8.35,4,2.9
18,9,7.95,4,3.1
13,5,6.8,3,2.75
19,8,8.25,4,3.4
41,10,13.95,5,3.95
46,8,15.15,6,3.8
19,8,8.9,4,2.75
33,8,11.5,6,3.35
27,9,10.8,5,3.3
11,5,6.55,4,2.5
14,6,7.8,3,2.4
9,5,5.25,4,2.75
12,4,6.9,4,2.85
16,6,8.4,4,2.9
18,6,9.0,4,3.1
10,7,7.0,2,2.4
47,12,14.4,5,3.45
40,9,12.9,5,3.7
47,11,14.85,5,3.5
21,6,8.85,5,3.3
12,5,6.4,4,2.7
16,4,8.4,4,2.75
32,6,12.95,5,3.5
8,4,5.2,3,2.65
14,5,7.55,4,3.05
24,13,9.6,4,3.45
8,4,5.25,3,2.35
17,6,8.55,4,2.9
35,13,13.1,4,3.6
16,6,8.55,4,2.9
16,6,7.75,3,2.95
13,5,7.45,3,2.75
42,10,13.75,4,3.45
20,8,8.8,3,3.3
21,5,10.0,4,3.25
21,8,10.15,4,2.95
72,16,19.3,4,4.15
19,7,9.0,5,3.0
32,8,12.35,4,3.3
37,8,13.65,6,3.35
7,4,4.8,3,2.25
21,6,9.6,4,2.9
39,9,13.15,6,3.8
18,5,8.25,4,2.95
20,7,9.2,3,3.2
18,7,8.55,4,3.15
30,8,11.75,3,3.15
27,7,11.5,5,3.4
26,10,10.9,3,3.25
19,7,9.9,4,2.8
14,6,8.0,6,2.85
11,5,6.45,5,2.75
31,10,11.7,5,3.4
20,9,8.95,3,3.35
28,11,11.35,5,3.45
15,9,7.7,3,2.85
23,10,9.8,5,3.35
47,10,14.4,4,3.45
23,10,10.95,5,2.9
19,10,8.85,4,2.8
36,10,12.35,4,3.55
22,7,8.6,5,3.5
24,11,10.1,6,3.4
12,6,6.6,3,2.7
19,10,9.2,4,2.9
15,12,7.95,2,2.85
37,9,13.25,4,3.55
16,9,7.8,3,2.75
41,8,14.0,6,3.85
12,5,6.8,3,2.6
29,10,11.8,4,3.4
13,6,7.05,3,2.75
43,12,13.35,4,3.7
24,8,9.8,5,3.35
7,4,4.85,3,2.4
34,10,12.5,4,3.65
23,9,9.5,5,3.3
28,15,10.8,3,3.2
19,9,9.05,5,3.1
17,9,8.6,3,2.85
110,14,21.65,6,4.55
8,5,5.1,4,2.3
85,25,21.7,5,4.1
17,7,8.4,3,3.05
30,10,11.8,3,3.35
40,6,13.95,6,3.7
21,9,10.25,4,3.2
26,10,10.1,5,3.7
31,8,11.75,3,3.35
27,8,11.55,4,3.3
19,6,8.8,4,3.25
48,13,15.95,7,3.85
32,6,12.45,6,3.45
12,5,6.45,3,3.0
14,6,7.0,3,3.05
32,13,12.35,3,3.55
12,7,7.05,3,2.6
39,17,14.7,5,3.5
22,9,9.95,3,3.3
17,7,8.2,4,2.85
24,11,11.25,4,3.1
19,6,9.45,6,2.95
30,16,12.3,3,3.5
14,6,7.7,4,2.85
50,14,14.9,4,3.65
11,7,5.85,4,2.65
28,6,10.8,5,3.4
21,10,9.15,5,3.2
15,7,7.65,3,2.95
28,11,11.6,4,3.05
20,5,8.7,4,3.15
20,7,8.95,4,3.25
16,7,8.45,3,2.85
25,8,10.1,4,3.2
8,4,5.6,3,2.25
32,12,12.45,4,3.6
17,7,8.2,4,2.9
11,6,6.5,4,2.65
35,8,12.15,5,3.55
20,10,9.55,3,2.95
19,8,8.5,4,3.2
26,11,10.45,6,3.4
61,12,16.75,6,4.3
19,6,8.3,4,3.35
14,6,7.2,3,2.8
24,9,10.3,5,3.35
20,6,9.65,4,3.0
8,6,5.2,3,2.7
14,5,7.25,4,3.0
30,12,11.65,3,3.55
23,11,11.45,4,3.25
21,8,9.5,4,3.4
62,15,19.25,6,4.15
41,9,12.75,4,3.55
25,9,9.7,5,3.2
45,11,15.5,4,3.5
25,6,10.15,4,3.4
12,6,6.95,4,2.55
50,14,14.9,4,3.55
33,9,12.3,4,3.45
27,14,12.05,4,3.3
22,9,9.55,5,3.2
30,10,11.15,4,3.4
19,9,9.05,4,3.15
22,8,9.8,4,3.15
23,8,9.5,4,3.1
31,11,12.25,4,3.45
84,15,20.1,5,4.15
22,7,9.3,5,3.25
42,8,12.55,6,3.75
17,5,7.95,5,3.25
24,9,10.05,4,3.25
31,7,11.7,5,3.5
15,6,7.65,5,2.85
19,7,9.15,4,3.0
34,9,13.8,5,3.25
16,8,7.95,3,3.05
20,6,8.75,4,3.45
27,7,10.15,4,3.6
12,5,6.8,3,2.8
15,6,7.75,4,3.0
12,6,6.4,4,2.7
30,8,12.15,5,3.4
32,8,11.5,5,3.4
8,4,5.05,4,2.4
24,8,9.85,6,3.25
12,5,6.3,3,2.85
30,10,11.5,4,3.55
4,2,3.35,3,1.65
25,9,10.55,4,3.2
21,5,10.15,4,3.25
51,16,15.75,4,3.65
25,8,10.65,4,3.35
4,3,3.2,2,1.8
14,5,7.5,4,2.8
29,8,12.3,3,3.5
31,9,12.15,4,3.4
12,4,6.2,4,2.8
22,7,10.5,5,3.05
17,8,8.25,3,2.95
16,5,9.15,4,2.7
13,6,6.7,3,2.55
33,12,13.3,3,3.5
12,8,6.9,2,2.65
10,5,5.75,3,2.6
30,8,11.5,6,3.3
28,9,10.75,5,3.45
22,7,10.2,4,2.95
8,6,5.25,2,2.5
16,6,7.9,4,2.8
11,6,6.25,3,2.65
92,24,21.6,6,4.25
118,23,27.2,6,4.2
15,9,7.9,3,3.0
57,11,16.1,5,3.8
46,13,15.45,6,3.8
54,10,18.1,5,3.75
21,8,9.5,4,3.05
49,9,15.7,4,3.8
62,13,17.2,5,3.95
22,11,9.05,5,3.35
25,7,11.35,4,2.85
14,4,7.7,5,2.75
21,9,9.05,3,3.4
18,7,8.65,4,3.15
62,13,16.7,8,3.6
42,9,15.0,6,3.4
25,16,9.8,3,3.4
34,8,12.7,5,3.45
55,16,18.0,4,3.7
46,10,14.4,5,3.55
16,8,7.95,4,2.8
7,4,4.7,3,2.45
21,5,9.4,4,3.05
27,7,10.65,3,3.45
17,9,8.45,3,2.95
30,6,10.95,4,3.3
11,6,6.25,3,2.6
58,14,17.0,5,3.8
13,4,7.9,4,2.45
21,4,9.75,6,3.2
23,10,10.0,4,3.05
20,7,10.05,4,3.3
39,11,13.7,4,3.75
34,15,12.75,3,3.5
20,7,9.3,4,3.2
35,11,11.75,5,3.55
52,10,16.3,5,3.75
42,8,13.15,5,3.85
42,8,13.3,5,3.6
58,18,15.3,5,3.65
14,6,7.4,4,3.0
13,7,7.05,3,2.95
24,9,10.65,4,3.5
15,6,8.25,5,2.7
56,11,16.45,5,4.05
44,15,14.35,5,3.6
24,10,10.5,4,3.05
34,8,11.9,4,3.8
41,16,14.95,5,3.65
27,7,10.55,5,3.25
27,7,11.9,4,3.2
16,7,7.75,4,2.95
23,7,9.85,4,2.9
27,8,11.0,4,3.6
13,6,7.3,5,2.8
42,9,14.2,4,4.05
17,9,8.1,5,2.85
27,10,11.1,5,3.3
12,8,7.1,3,2.5
40,9,13.5,6,3.7
32,11,11.85,3,3.55
64,11,18.0,5,4.05
22,12,9.3,3,3.25
26,14,10.5,4,3.4
42,13,13.9,6,3.35
18,7,8.9,4,2.8
34,10,12.4,4,3.65
18,6,8.4,4,3.15
22,6,9.0,4,3.4
30,7,11.75,4,3.5
53,18,15.85,5,4.3
29,12,11.45,3,3.45
17,8,8.55,4,3.0
26,7,11.0,6,3.15
14,6,7.55,3,2.6
63,14,18.6,5,3.7
23,9,10.0,6,3.25
25,14,10.0,3,3.35
49,10,15.7,6,3.55
13,6,7.2,3,2.7
10,7,6.3,2,2.45
20,8,9.4,3,2.95
20,9,9.1,4,3.3
31,9,11.85,4,3.35
35,8,13.6,5,3.3
30,9,11.3,4,3.25
29,9,11.5,4,3.1
11,4,6.95,4,2.5
18,5,8.55,4,3.05
12,7,6.6,3,2.85
15,7,7.55,3,3.05
35,9,12.05,4,3.7
26,10,10.9,3,3.05
62,26,17.3,4,3.95
41,13,13.55,5,3.95
7,3,4.6,4,2.15
14,6,7.6,4,2.75
28,7,12.3,5,3.35
58,11,17.85,6,3.9
19,11,8.25,3,3.05
15,6,7.75,4,3.1
38,12,12.65,4,3.7
13,7,7.3,4,2.8
33,10,13.15,6,3.5
22,8,9.55,3,3.25
10,4,6.4,4,2.6
36,9,12.1,5,3.55
25,6,10.55,5,3.3
52,10,15.55,4,3.75
8,4,5.35,3,2.35
56,10,19.15,5,3.8
18,7,8.15,3,3.2
25,6,10.65,5,3.35
36,12,13.05,4,3.65
12,5,6.95,3,2.7
20,8,9.35,5,3.3
51,14,16.7,5,3.7
19,6,9.15,5,3.1
19,6,8.35,5,3.0
21,6,9.0,6,2.95
16,6,8.4,5,2.95
39,10,12.85,4,3.55
18,8,8.8,4,3.1
13,5,6.7,3,2.95
27,11,10.95,4,3.45
28,12,11.8,5,3.4
17,9,8.15,3,3.0
34,10,12.1,4,3.45
29,7,10.95,6,3.3
21,6,9.75,4,3.05
20,7,9.35,5,3.2
18,8,8.6,3,3.2
15,6,7.6,3,2.75
29,11,11.0,3,3.4
14,7,7.55,4,2.5
4,3,3.35,2,1.65
26,6,11.45,4,3.15
31,9,12.2,5,3.6
24,8,10.25,4,3.3
26,9,10.5,6,3.4
7,4,4.7,2,2.05
10,6,5.8,3,2.75
36,11,13.1,5,3.45
21,6,9.2,5,3.15
19,8,8.95,4,3.15
18,11,7.45,4,3.15
24,8,9.95,5,3.3
31,9,13.1,5,3.4
30,13,11.25,5,3.0
37,7,12.75,7,3.45
19,5,9.4,4,2.9
11,7,6.35,3,2.5
21,6,10.4,4,2.85
20,8,9.4,3,3.35
26,14,11.35,4,3.5
14,5,7.05,4,2.85
52,10,15.1,5,3.7
27,9,10.45,3,3.55
65,9,17.65,4,3.95
20,5,9.4,5,2.85
17,7,9.0,5,3.15
31,8,11.3,4,3.5
69,20,16.75,6,3.9
37,8,12.7,4,3.55
49,10,15.05,4,3.85
7,4,4.85,3,2.2
11,4,6.35,4,2.8
30,10,12.65,4,3.3
28,9,11.05,5,3.5
32,7,13.05,6,3.6
8,4,5.25,4,2.3
37,10,13.55,6,3.5
20,10,9.35,4,3.3
16,8,8.15,4,3.05
33,8,12.35,7,3.4
28,10,11.1,6,3.5
15,10,8.35,3,2.8
25,8,10.25,5,3.2
50,20,16.4,4,4.05
5,3,3.9,3,1.85
56,10,15.95,5,3.6
12,4,7.0,4,2.45
18,8,8.25,4,3.2
18,6,9.45,4,3.1
66,15,19.45,5,3.95
19,12,9.05,3,3.2
16,6,7.9,4,2.95
13,5,6.75,3,2.95
48,14,15.6,7,3.45
28,6,11.25,5,3.65
73,17,18.3,4,3.75
32,9,12.0,5,3.6
32,8,12.45,5,3.35
17,6,9.15,4,3.0
20,7,9.55,4,2.9
30,8,11.0,6,3.5
24,16,9.8,3,3.2
21,6,9.15,6,3.3
13,6,6.85,5,2.7
24,6,10.65,5,3.35
39,11,13.5,4,3.65
32,9,12.0,4,3.25
21,7,9.55,4,3.1
38,10,13.6,4,3.6
9,5,5.65,3,2.35
44,9,14.7,5,3.85
24,8,9.8,5,3.25
23,10,10.7,4,3.2
75,18,19.35,4,4.0
31,10,13.4,5,3.3
41,10,14.0,4,3.5
43,8,14.9,5,3.5
49,12,15.4,5,4.25
23,12,10.2,4,3.25
16,6,7.7,4,3.05
23,6,9.8,4,3.1
11,5,6.2,4,2.6
11,4,6.6,4,2.6
24,7,9.8,5,3.3
21,8,9.6,4,3.25
19,6,8.25,5,3.15
17,9,8.15,4,3.1
44,13,14.05,5,3.65
31,11,11.6,5,3.4
21,8,9.4,5,2.95
26,11,10.75,4,3.45
17,7,8.15,4,2.8
33,9,12.65,5,3.35
8,3,5.55,5,2.4
12,7,6.45,3,2.75
22,9,9.95,3,3.35
44,7,14.7,5,3.5
28,8,12.9,5,3.05
29,7,11.2,5,3.65
33,8,12.8,4,3.35
29,17,12.2,3,3.4
16,8,8.25,5,3.15
39,7,14.5,5,3.35
60,11,17.75,6,3.75
67,13,18.75,8,4.1
24,8,10.4,5,3.25
11,6,6.8,4,2.55
21,7,8.75,5,3.25
37,10,12.95,4,3.7
50,10,16.35,6,3.75
12,6,6.45,3,2.7
26,6,10.65,6,3.55
24,7,10.55,5,3.25
30,13,11.1,5,3.35
34,11,12.0,5,3.6
24,6,9.0,6,3.4
23,9,9.95,4,3.45
12,6,7.3,4,2.5
22,11,10.1,5,2.95
34,12,12.95,4,3.5
15,8,8.15,3,2.95
18,7,8.25,4,3.15
29,9,11.6,5,3.25
46,11,15.2,6,3.8
34,8,13.35,5,3.2
57,17,16.45,5,4.05
21,7,9.5,4,3.1
59,17,17.45,5,4.4
55,11,17.35,5,3.75
43,8,14.0,5,3.45
42,13,13.85,6,3.6
26,9,9.65,4,3.5
29,10,11.75,4,3.35
26,8,9.7,5,3.35
12,6,6.7,4,2.8
25,7,10.8,5,3.25
8,5,5.05,3,2.4
28,9,10.9,5,3.45
22,11,9.6,4,3.15
