length,real_depth,random_depth,real_max_arity,random_max_arity
8,4,5.4,5,2.45
8,3,5.65,4,2.2
6,3,4.3,4,2.25
7,3,4.8,5,2.15
4,2,3.15,3,1.85
4,3,3.35,2,1.65
6,3,4.05,4,2.35
12,5,6.65,4,3.0
14,7,7.5,4,2.75
5,3,3.6,3,2.15
3,2,2.8,2,1.2
6,3,3.9,4,2.4
16,10,8.0,2,2.9
9,3,5.65,4,2.55
8,4,5.1,3,2.65
8,5,5.2,4,2.35
18,6,8.9,5,3.05
14,5,7.65,5,3.1
6,3,4.5,4,2.0
8,6,5.35,3,2.4
21,7,8.9,6,3.15
5,4,4.0,2,1.85
9,4,5.15,4,2.7
6,3,4.4,4,2.25
7,4,4.55,4,2.25
9,3,5.65,5,2.4
12,5,7.0,3,2.8
21,7,9.8,5,3.05
16,8,8.0,4,3.0
9,5,5.95,3,2.4
18,6,8.65,4,3.1
9,4,5.6,4,2.9
6,3,4.65,4,2.05
12,5,7.95,4,2.4
7,4,4.65,3,2.35
23,8,10.0,4,3.05
7,4,4.45,4,2.35
8,3,5.75,6,2.1
17,5,8.3,6,3.05
13,4,7.05,6,2.8
13,4,6.9,6,2.9
6,3,4.45,4,2.1
6,4,4.55,2,2.05
8,3,5.0,5,2.55
11,4,6.65,6,2.55
4,2,3.35,3,1.65
5,3,3.95,3,1.9
5,2,3.55,4,2.1
9,3,5.5,5,2.65
11,4,6.55,6,2.6
5,3,3.85,3,1.95
10,4,6.05,5,2.4
9,3,5.7,4,2.65
4,3,3.15,2,1.85
5,3,3.75,3,2.0
3,2,2.6,2,1.4
13,4,7.1,7,2.8
13,4,6.75,6,2.75
5,2,3.7,4,2.1
19,5,9.35,7,2.8
15,5,7.7,6,2.95
23,9,10.75,6,3.25
5,3,3.75,3,2.0
4,2,3.35,3,1.65
6,3,4.1,3,2.35
3,2,2.65,2,1.35
8,4,5.25,3,2.45
15,6,7.75,4,2.7
13,4,6.95,6,3.0
32,10,12.0,5,3.5
17,4,8.4,5,3.0
7,5,4.85,2,2.15
27,9,11.15,5,3.35
6,3,4.6,3,2.05
5,3,4.05,3,1.75
31,11,11.75,6,3.3
12,4,6.7,5,2.55
29,6,11.6,6,3.25
4,2,3.2,3,1.8
22,8,9.7,4,3.45
33,6,12.5,7,3.35
14,7,7.35,3,2.95
15,5,8.05,4,2.9
15,4,7.7,6,3.2
28,6,10.9,6,3.4
25,7,10.35,6,3.3
5,3,4.2,2,1.75
39,11,12.55,4,3.45
11,5,6.6,4,2.6
18,6,8.0,6,3.05
15,4,7.35,5,2.95
22,7,9.55,5,3.25
8,4,5.45,4,2.45
40,9,14.2,8,3.8
8,4,4.9,4,2.35
15,4,8.35,5,2.8
10,4,5.8,5,2.8
11,6,6.2,4,3.15
18,6,9.0,5,2.85
17,5,8.2,5,2.85
17,5,8.6,4,2.65
17,5,8.5,5,2.95
3,2,2.65,2,1.35
3,2,2.7,2,1.3
7,4,4.75,3,2.4
4,2,3.4,3,1.6
9,4,5.5,4,2.4
13,5,7.15,3,2.8
16,4,8.35,6,2.8
14,3,7.2,6,3.05
7,3,5.15,5,2.2
5,3,3.95,3,1.85
6,3,4.65,4,2.0
7,4,4.55,4,2.25
10,4,5.95,4,2.55
13,5,6.85,4,2.8
6,3,4.1,4,2.05
3,2,2.8,2,1.2
9,4,5.65,4,2.7
5,2,3.8,4,2.1
6,3,4.4,4,2.25
10,5,5.7,3,2.6
8,4,5.8,5,2.25
6,3,4.3,4,2.05
8,4,5.55,3,2.05
7,3,4.6,5,2.45
7,3,4.5,5,2.5
7,3,4.7,4,2.15
15,4,6.8,6,2.95
8,4,5.45,3,2.4
13,4,7.05,4,2.85
19,9,9.2,5,3.2
35,13,11.95,4,3.5
24,9,10.6,5,3.3
24,10,10.2,3,3.35
31,9,11.95,5,3.45
23,8,9.85,4,3.5
33,10,12.05,5,3.55
26,7,10.35,6,3.2
7,4,5.0,3,2.2
20,8,8.65,4,3.2
11,4,6.4,4,2.5
25,9,10.15,3,3.15
15,8,7.7,3,2.75
15,6,7.7,5,2.9
10,6,6.75,3,2.35
15,8,7.85,3,2.9
16,7,7.8,4,3.05
24,6,10.5,5,3.25
16,7,8.15,3,3.1
25,9,10.65,3,3.4
17,10,8.3,4,3.05
13,7,6.8,4,2.65
20,7,9.15,5,3.15
13,5,7.55,4,2.7
29,8,11.3,5,3.2
32,8,11.6,5,3.55
18,8,8.45,4,3.15
24,8,9.15,4,3.35
17,6,8.25,4,2.9
21,8,9.3,5,3.25
19,6,8.9,4,2.75
19,11,9.0,3,3.05
17,6,9.2,3,2.9
15,5,7.9,4,2.7
11,7,6.25,3,3.15
29,7,10.85,6,3.5
27,7,11.15,5,3.5
14,6,7.35,3,2.85
14,5,7.4,3,2.75
9,5,6.0,4,2.4
18,7,8.85,3,3.0
25,9,11.05,3,3.1
20,8,9.3,5,3.0
11,6,6.8,2,2.5
10,7,5.85,4,2.9
20,7,8.45,4,2.95
17,6,8.3,3,2.95
14,7,7.25,3,2.9
29,7,12.6,4,3.5
9,3,5.8,4,2.45
5,2,3.75,4,2.05
11,7,6.55,3,2.6
13,6,6.95,4,2.9
4,3,3.45,2,1.55
4,3,3.4,2,1.6
12,5,7.0,4,2.7
7,5,4.95,3,2.2
9,4,5.6,4,2.55
12,4,6.85,5,2.75
22,8,9.95,4,3.05
6,3,4.5,4,2.2
15,6,7.45,6,3.1
11,5,6.1,5,2.9
18,5,8.5,5,3.05
15,5,7.5,5,3.0
7,4,4.65,4,2.25
15,5,7.4,5,2.85
21,5,9.15,6,3.1
14,5,7.6,4,2.8
10,4,5.6,4,2.7
13,4,7.0,8,2.85
17,9,8.45,4,2.85
9,3,5.8,5,2.35
19,6,8.85,6,3.05
12,5,7.25,5,2.35
27,6,10.05,6,3.15
25,9,10.6,4,2.95
11,4,6.5,5,2.45
5,2,3.9,4,2.0
6,3,4.5,3,2.0
12,3,6.7,6,2.7
10,3,6.55,7,2.5
10,3,5.6,4,2.55
15,5,7.45,4,2.65
9,4,5.65,5,2.4
4,2,3.3,3,1.7
25,7,10.6,5,3.4
8,3,5.25,6,2.3
23,6,10.15,5,3.7
20,7,9.35,4,2.9
21,5,8.65,7,3.15
15,5,7.55,4,2.9
14,5,7.45,5,2.7
14,5,7.3,5,3.15
7,4,5.0,3,2.25
15,5,7.25,5,3.2
34,9,12.05,6,3.45
8,4,5.0,5,2.5
12,5,7.1,3,2.8
16,6,8.1,4,2.75
16,6,7.75,4,3.3
5,3,3.95,3,1.85
6,3,4.6,3,1.9
6,3,4.45,3,2.1
10,5,6.2,5,2.45
3,2,2.7,2,1.3
9,5,5.65,4,2.75
4,2,3.4,3,1.6
14,5,7.75,4,2.8
19,6,9.25,5,3.15
15,5,7.95,5,2.85
15,5,7.9,3,2.7
10,5,6.15,4,2.4
21,5,9.0,6,3.35
17,6,8.45,5,2.55
29,8,10.25,6,3.55
34,9,12.8,5,3.55
4,2,3.25,3,1.75
21,7,9.9,4,3.15
4,2,3.35,3,1.65
11,3,6.4,6,2.7
29,10,11.95,5,3.35
21,6,9.95,6,3.05
23,6,10.15,5,3.55
21,5,9.0,6,3.35
5,2,3.85,4,1.9
12,5,6.4,4,2.75
8,3,5.15,4,2.6
7,2,5.2,6,2.25
7,3,4.8,4,2.45
11,5,6.5,5,2.35
26,7,11.55,4,3.2
25,7,10.95,6,3.45
33,6,12.25,7,3.75
40,6,13.8,9,3.6
26,6,9.5,4,3.35
23,7,9.55,5,3.35
8,4,5.45,4,2.25
20,6,9.25,4,3.0
18,7,8.35,5,2.9
15,6,7.7,4,3.05
9,3,5.75,6,2.5
19,6,9.1,6,3.1
15,6,7.55,5,2.8
9,5,5.25,4,2.45
5,2,3.8,4,1.95
28,6,11.0,5,3.2
16,4,8.2,6,2.85
16,7,8.15,5,3.4
19,6,8.9,5,3.05
7,3,5.0,4,2.25
7,3,4.95,5,2.05
21,6,9.4,6,2.9
16,4,8.25,5,3.1
7,3,5.35,4,2.05
32,8,11.85,5,3.35
6,3,4.45,4,2.05
23,7,10.0,7,3.15
4,2,3.1,3,1.9
4,2,3.35,3,1.65
35,9,12.95,4,3.3
3,2,2.8,2,1.2
3,2,2.75,2,1.25
3,2,2.7,2,1.3
11,3,6.4,4,2.6
6,3,4.35,4,2.2
3,2,2.75,2,1.25
4,2,3.4,3,1.6
11,4,6.5,5,2.6
18,5,8.4,4,3.25
17,5,8.4,4,2.8
12,5,7.1,3,2.6
4,2,3.25,3,1.75
8,4,5.2,3,2.35
15,4,8.2,5,2.8
13,6,6.95,4,2.95
14,8,7.05,4,3.05
4,3,3.05,2,1.95
6,4,4.2,3,2.15
7,3,4.85,4,2.35
14,5,7.45,4,2.65
5,2,4.05,4,1.7
11,3,5.9,4,2.85
4,3,3.45,2,1.55
12,5,7.05,5,2.75
4,2,3.3,3,1.7
5,2,3.75,4,1.95
11,3,6.85,5,2.35
3,2,2.65,2,1.35
3,2,2.65,2,1.35
10,6,6.75,3,2.4
4,2,3.35,3,1.65
11,5,6.3,4,2.8
6,3,4.1,4,2.3
3,2,2.65,2,1.35
3,2,2.75,2,1.25
10,3,6.5,5,2.25
7,4,4.95,2,2.35
8,4,5.35,3,2.45
6,3,4.45,3,2.05
5,3,3.95,3,1.95
7,4,4.9,3,2.3
5,3,3.8,3,1.9
14,5,7.45,5,3.1
4,3,3.35,2,1.65
3,2,2.6,2,1.4
8,3,5.2,5,2.35
7,3,5.2,4,2.1
8,3,5.45,6,2.6
15,4,7.35,4,2.7
9,4,5.7,5,2.65
14,4,8.2,5,2.7
4,2,3.45,3,1.55
3,2,2.75,2,1.25
8,3,5.25,5,2.25
16,5,8.4,5,2.8
4,2,3.45,3,1.55
15,4,7.4,5,2.95
12,4,7.2,7,2.7
4,2,3.1,3,1.9
5,3,3.8,3,2.0
4,3,3.5,2,1.5
4,3,3.45,2,1.55
12,7,6.9,3,2.45
7,3,5.05,3,2.3
5,3,3.85,3,2.05
5,4,3.75,2,2.1
16,6,8.35,4,2.9
4,2,3.1,3,1.9
6,4,4.3,2,2.15
6,4,4.35,2,2.2
8,5,4.9,3,2.35
15,7,7.5,4,2.8
6,3,4.45,3,2.15
4,2,3.3,3,1.7
7,4,5.0,4,2.15
3,2,2.65,2,1.35
7,3,5.15,4,2.2
3,2,2.5,2,1.5
12,6,6.85,3,2.6
6,3,4.2,4,2.1
12,4,6.9,5,2.85
20,8,9.15,4,2.9
6,3,4.45,4,2.15
23,10,8.9,4,3.5
5,2,3.65,4,2.0
12,3,6.95,6,2.7
12,4,6.25,5,2.75
15,4,7.65,5,3.25
6,3,4.4,3,2.05
13,5,7.0,4,2.7
18,5,8.85,6,3.05
19,8,8.7,5,3.2
7,3,4.5,4,2.3
22,6,9.95,5,3.4
10,4,5.55,4,2.9
27,6,10.35,7,3.0
9,4,6.15,5,2.3
25,9,10.8,4,3.4
15,4,7.5,5,2.75
15,6,8.35,5,2.85
13,5,7.15,4,2.6
13,5,7.05,5,2.9
8,4,5.3,4,2.3
6,3,4.15,3,2.25
9,4,5.65,4,2.5
9,4,5.85,4,2.45
13,7,7.0,4,2.75
15,4,7.35,7,3.3
3,2,2.55,2,1.45
12,4,6.9,4,2.8
9,5,5.55,3,2.6
11,4,6.0,3,2.8
10,4,5.75,4,2.85
7,4,4.7,3,2.25
21,7,10.4,7,3.05
9,4,5.7,3,2.35
6,3,4.8,4,1.9
19,5,8.95,5,2.95
9,4,5.7,5,2.4
7,3,4.75,5,2.25
10,4,6.25,4,2.65
11,4,5.95,5,2.85
3,2,2.55,2,1.45
22,6,10.0,4,3.2
14,4,6.8,5,2.9
19,5,8.9,5,3.1
7,3,4.75,4,2.35
9,4,5.5,3,2.35
11,3,6.55,5,2.85
6,2,4.25,5,2.1
10,3,6.35,6,2.6
29,6,11.3,6,3.45
4,2,3.1,3,1.9
4,2,2.9,3,2.1
10,6,6.35,4,2.65
7,3,4.75,5,2.25
6,3,4.3,4,2.05
3,2,2.7,2,1.3
10,3,5.9,5,2.85
7,4,4.65,2,2.25
13,4,7.75,4,2.6
4,3,3.2,2,1.8
10,3,5.95,5,2.5
6,3,4.1,3,2.35
8,5,4.75,4,2.7
9,3,5.8,4,2.25
12,6,7.0,4,2.6
7,3,4.85,3,2.2
11,5,6.15,5,2.6
4,2,3.45,3,1.55
3,2,2.55,2,1.45
7,5,5.1,2,2.25
7,3,4.25,5,2.5
3,2,2.75,2,1.25
6,3,4.4,3,2.1
4,2,3.2,3,1.8
11,4,7.4,4,2.65
5,3,3.7,3,2.05
4,2,3.35,3,1.65
9,4,5.85,4,2.55
5,2,4.05,4,1.9
13,6,7.45,4,2.75
12,5,6.8,5,2.6
11,6,6.1,3,2.55
34,7,12.95,4,3.6
10,5,6.2,4,2.8
37,8,14.4,6,3.65
37,9,13.0,5,3.6
29,6,11.25,4,3.35
25,7,10.25,6,3.1
12,4,6.7,5,2.85
14,5,8.05,6,2.6
25,8,9.5,7,3.2
28,8,10.45,6,3.45
3,2,2.8,2,1.2
8,3,5.25,5,2.5
14,4,7.5,7,2.75
23,9,10.05,4,3.2
33,9,12.4,5,3.4
15,6,8.3,4,2.75
4,2,3.35,3,1.65
4,3,3.2,2,1.8
25,11,10.65,3,3.25
11,3,6.0,6,3.0
22,8,9.45,5,3.1
5,2,3.65,4,1.95
4,3,3.3,2,1.7
7,3,4.35,4,2.5
3,2,2.75,2,1.25
14,5,7.7,5,2.95
4,2,3.35,3,1.65
9,4,5.7,4,2.45
12,6,7.25,4,2.6
10,3,5.9,4,2.85
14,5,7.3,5,3.1
4,3,3.35,2,1.65
24,7,10.0,4,3.1
9,4,5.75,5,2.3
20,7,9.55,6,3.1
36,8,12.8,5,3.65
36,7,12.3,6,3.55
23,7,9.8,5,3.3
34,11,12.9,5,3.7
13,5,7.35,4,2.9
24,6,10.45,6,3.25
30,11,12.35,4,3.15
23,9,10.15,5,3.3
44,7,14.45,8,3.75
9,3,5.25,5,2.5
3,2,2.7,2,1.3
9,3,6.1,4,2.35
12,5,6.6,4,2.45
22,5,8.6,6,3.3
22,11,9.65,4,3.1
5,3,3.7,3,2.0
16,10,8.35,3,2.8
21,5,9.15,5,3.35
10,5,6.0,3,2.7
4,2,3.55,3,1.45
30,8,11.55,5,3.2
11,5,6.75,5,2.5
11,5,6.45,4,2.5
10,5,5.95,3,2.55
19,6,8.75,4,2.95
12,6,6.6,4,2.85
11,4,6.4,4,2.7
19,8,8.5,5,3.2
3,2,2.6,2,1.4
11,4,6.35,4,2.7
5,3,3.75,3,2.0
8,4,5.45,3,2.1
11,3,6.25,5,2.9
29,8,10.7,5,3.35
6,4,4.55,3,2.1
10,5,6.25,3,2.65
5,3,3.95,3,1.9
10,7,6.65,2,2.5
22,6,9.8,5,3.0
11,6,6.7,3,2.45
23,6,9.9,5,3.1
9,3,5.65,5,2.45
9,4,5.6,4,2.35
15,5,7.9,4,2.65
15,5,7.9,5,3.0
13,5,7.05,4,2.85
6,4,4.2,2,2.4
14,5,7.4,4,2.8
8,3,5.2,5,2.3
3,2,2.8,2,1.2
13,6,7.55,3,2.9
18,7,8.4,5,3.25
11,4,6.1,6,2.85
9,4,5.7,5,2.3
15,7,7.55,4,2.85
16,7,7.8,4,3.1
3,2,2.35,2,1.65
9,4,5.4,5,2.45
18,4,8.95,7,2.85
35,8,13.7,5,3.1
21,5,9.15,7,3.15
5,3,3.6,3,2.15
9,5,5.75,4,2.5
17,7,8.15,4,3.1
4,3,3.55,2,1.45
3,2,2.7,2,1.3
3,2,2.55,2,1.45
4,2,3.1,3,1.9
14,6,7.85,4,2.85
15,7,8.3,3,2.9
13,6,6.65,3,2.8
9,4,5.5,3,2.55
13,4,6.95,4,2.85
3,2,2.7,2,1.3
25,10,9.7,3,3.35
14,9,6.8,2,3.1
5,2,4.15,4,1.7
13,7,7.15,4,3.0
4,3,3.4,2,1.6
24,7,10.4,5,3.1
11,3,6.5,6,2.65
18,5,8.65,5,3.05
3,2,2.75,2,1.25
6,3,4.4,3,2.1
7,4,4.55,3,2.45
22,7,9.8,5,3.05
9,4,5.55,3,2.6
25,9,10.1,5,3.2
17,6,8.1,5,3.0
4,3,3.25,2,1.75
13,4,7.45,4,2.8
14,7,7.55,4,2.85
50,8,15.25,6,3.65
8,4,5.4,3,2.4
11,4,6.65,4,2.7
3,2,2.5,2,1.5
10,4,6.05,5,2.8
3,2,2.55,2,1.45
7,4,4.7,4,2.25
12,4,6.9,5,2.6
10,5,5.9,4,2.7
16,6,7.25,5,3.05
16,4,8.5,7,2.75
19,5,9.05,4,3.2
4,2,3.2,3,1.8
7,4,5.05,3,2.2
10,4,5.95,5,2.4
6,3,4.15,3,2.3
12,6,6.45,3,2.85
9,4,5.9,4,2.3
20,6,8.65,4,3.4
21,6,9.75,4,3.1
16,6,7.85,6,2.85
21,5,9.3,5,3.4
4,2,3.25,3,1.75
7,3,4.7,5,2.3
13,5,7.35,3,2.6
5,2,3.9,4,1.95
3,2,2.7,2,1.3
7,4,4.65,4,2.15
14,4,7.15,4,2.8
10,5,5.95,4,2.45
5,3,3.8,3,2.05
33,6,13.2,7,3.45
8,3,5.15,4,2.45
8,3,5.6,5,2.3
15,7,8.0,4,3.0
5,3,4.05,3,1.85
12,5,7.25,4,2.65
11,4,6.35,5,2.55
3,2,2.8,2,1.2
9,4,5.1,5,2.5
4,2,3.15,3,1.85
3,2,2.7,2,1.3
21,5,10.0,6,3.15
6,3,4.55,3,2.05
10,4,6.4,5,2.4
17,6,7.8,6,2.95
9,5,5.65,3,2.45
6,4,4.05,3,2.3
7,3,4.85,4,2.25
10,4,6.0,4,2.7
11,5,6.7,5,2.8
16,5,7.15,5,3.25
16,6,8.55,3,2.85
16,5,7.75,5,3.0
25,7,10.0,6,3.4
21,5,10.35,6,3.4
8,4,5.5,3,2.4
11,4,7.05,4,2.5
13,5,7.05,5,2.8
5,2,4.0,4,1.75
7,4,4.75,3,2.3
4,2,3.45,3,1.55
8,3,5.25,6,2.25
15,7,8.3,4,2.55
5,4,4.1,2,1.75
4,3,3.6,2,1.4
5,4,4.2,2,1.8
13,6,7.2,4,2.75
47,9,16.6,5,3.5
3,2,2.8,2,1.2
11,6,6.15,3,2.8
31,9,12.8,5,3.35
7,3,5.2,4,2.1
5,4,3.9,2,1.9
7,4,4.75,4,2.35
7,4,4.6,3,2.35
14,4,7.5,4,2.9
7,3,4.85,5,2.25
4,2,3.2,3,1.8
19,6,8.85,6,3.05
30,8,11.45,5,3.55
8,3,5.35,4,2.55
16,5,7.95,5,2.9
30,7,11.5,6,3.55
24,7,10.1,3,3.35
23,7,9.85,6,3.25
12,5,6.9,3,2.95
12,4,6.7,4,2.85
29,8,10.8,5,3.2
17,5,8.2,5,2.95
13,4,7.45,4,2.75
7,3,4.8,4,2.25
5,3,3.85,3,1.75
5,2,3.9,4,2.05
39,8,13.75,5,3.5
8,4,4.85,4,2.5
17,5,8.3,5,3.0
37,6,12.15,7,3.6
20,5,9.2,5,3.2
18,6,9.05,5,2.95
19,6,9.0,4,3.3
13,5,7.95,5,2.65
12,5,6.75,3,2.75
8,3,5.3,4,2.55
17,4,8.3,7,3.0
9,3,5.5,5,2.65
5,2,3.95,4,1.8
6,3,4.3,4,2.05
20,6,9.25,6,3.35
14,5,8.0,5,2.7
19,5,8.55,6,3.05
12,5,6.95,4,2.4
16,6,7.65,4,2.95
14,5,7.6,4,2.8
8,3,5.2,6,2.45
6,2,4.25,5,2.15
5,3,3.55,2,2.15
26,7,11.0,4,3.25
24,10,11.15,4,3.35
11,5,6.3,3,2.55
27,9,11.2,4,3.45
44,8,14.1,6,4.05
37,13,12.6,3,3.65
6,3,4.5,3,2.0
15,5,7.75,4,3.05
10,4,6.1,5,2.6
28,9,11.8,6,3.25
10,5,6.25,4,2.4
8,3,5.1,4,2.25
32,7,12.55,6,3.15
21,9,9.65,5,3.25
45,9,14.5,5,3.65
16,7,7.25,4,3.15
22,7,10.15,5,3.1
12,6,6.9,3,2.6
22,8,9.45,4,3.15
20,6,9.2,6,3.2
13,6,7.0,3,2.85
22,12,9.35,4,3.4
14,5,6.95,4,2.85
12,4,6.35,4,2.9
17,5,8.75,5,2.8
13,5,7.4,4,2.85
21,8,9.2,5,3.15
18,5,8.35,5,3.25
22,10,10.3,4,3.0
22,8,10.15,6,3.15
14,7,6.5,3,2.95
29,8,11.4,6,3.5
21,7,9.35,4,3.3
9,4,5.7,3,2.4
25,10,10.4,3,3.45
14,4,7.7,6,2.8
20,6,9.35,5,2.75
30,10,12.35,4,3.55
13,7,7.5,4,2.75
24,9,9.6,4,3.35
34,10,11.95,5,3.55
22,7,9.15,5,3.0
11,5,6.2,4,2.8
17,7,8.35,5,2.75
9,5,5.8,3,2.4
12,6,6.95,4,2.5
38,7,14.2,8,3.5
9,4,5.5,4,2.6
8,3,5.45,5,2.45
19,8,8.8,4,3.15
40,10,14.8,6,3.55
56,12,14.85,6,4.0
19,8,9.15,4,3.25
15,6,8.05,4,2.6
25,8,11.0,4,3.05
32,6,11.4,6,3.35
14,4,7.4,6,2.7
31,10,12.05,6,3.35
10,3,6.1,4,2.5
14,6,7.6,4,2.85
46,17,15.45,5,3.65
6,4,4.65,3,2.1
20,7,8.9,5,2.9
22,9,9.15,3,3.05
8,4,5.05,3,2.55
17,6,8.55,5,3.05
4,2,3.4,3,1.6
6,3,4.1,3,2.1
8,4,5.3,3,2.4
17,5,8.4,4,2.65
5,3,3.55,3,2.2
4,2,3.3,3,1.7
5,3,4.0,3,1.9
14,4,7.4,5,2.9
11,5,6.05,4,2.45
3,2,2.8,2,1.2
8,4,5.1,3,2.55
13,5,7.5,4,2.6
32,7,11.9,4,3.4
32,9,11.75,4,3.25
24,5,10.35,6,3.15
23,7,9.95,6,3.05
25,7,9.6,7,3.0
21,8,9.55,6,3.15
11,6,6.35,3,2.6
10,5,5.6,4,2.75
17,6,8.05,6,2.9
11,5,6.3,4,2.45
18,8,9.3,4,3.1
11,4,6.15,5,2.7
13,6,6.8,5,2.95
17,5,8.75,5,3.0
7,4,4.6,3,2.45
10,4,6.1,4,2.75
22,6,10.0,5,3.15
41,12,13.5,6,3.65
41,9,12.7,4,3.8
7,4,4.75,4,2.4
19,6,8.1,5,3.35
38,6,12.95,9,3.5
26,7,10.45,5,3.5
17,8,8.2,3,2.6
40,12,13.35,4,3.4
16,7,7.9,3,2.85
7,3,4.85,4,2.15
24,8,10.35,5,3.25
31,8,13.05,5,3.2
6,3,4.5,3,2.2
16,5,7.9,5,3.0
10,5,5.95,5,2.55
