length,real_depth,random_depth,real_max_arity,random_max_arity
46,11,16.45,3,3.6
30,16,11.75,3,3.5
27,8,11.6,3,3.05
37,13,12.65,3,3.8
32,11,12.4,3,3.25
18,14,9.0,2,2.95
12,6,7.1,3,2.75
6,3,4.4,3,2.1
29,9,10.75,4,3.5
23,8,9.25,5,3.45
16,8,9.05,3,2.8
22,9,9.2,3,3.15
14,6,7.6,3,2.95
56,8,17.65,5,4.0
17,8,8.4,3,3.25
37,8,12.85,5,3.75
4,3,3.5,2,1.5
9,7,5.75,2,2.45
51,14,15.7,4,3.7
5,3,3.8,3,2.0
22,10,9.75,3,3.2
23,12,9.95,2,3.35
13,7,7.1,3,2.9
19,10,9.45,3,2.9
15,11,6.75,2,3.1
21,10,9.55,3,3.2
21,11,9.0,2,3.2
20,8,8.75,3,2.9
41,13,14.5,6,3.85
18,6,8.5,5,3.2
9,4,5.5,4,2.35
10,7,6.2,2,2.6
20,11,9.05,3,3.05
48,13,14.85,4,3.75
26,10,10.8,4,3.2
21,13,9.25,3,3.35
9,7,5.85,2,2.2
48,16,15.8,5,3.75
24,10,9.95,4,3.2
36,10,13.5,4,3.85
23,9,10.0,3,3.0
23,12,10.75,3,3.05
24,8,10.35,5,2.95
23,10,9.7,2,3.35
10,6,6.65,4,2.55
29,10,11.1,11,3.6
29,9,10.55,3,3.45
15,7,7.75,3,2.95
15,7,7.55,3,2.8
17,8,8.35,2,2.75
23,9,10.0,2,3.25
7,6,4.8,2,2.15
13,7,7.45,3,2.6
12,4,6.5,4,2.7
41,12,14.45,5,3.65
30,14,12.25,3,3.3
21,10,9.25,3,3.4
24,15,9.85,2,3.5
7,6,5.05,2,2.35
6,4,4.45,2,2.15
25,11,10.6,2,3.45
17,6,8.55,3,3.05
29,10,10.7,4,3.3
20,12,9.5,3,2.95
16,13,7.65,2,2.9
24,8,10.05,4,3.35
33,17,13.1,4,3.7
42,9,13.9,12,3.95
28,10,12.05,5,3.35
36,9,13.3,4,3.3
24,11,10.9,3,3.05
48,15,15.0,4,3.7
39,11,13.2,4,3.65
37,12,13.35,3,3.45
44,13,14.25,4,3.7
15,9,7.35,2,2.8
16,8,7.65,4,2.95
9,6,6.05,2,2.5
15,11,8.05,3,2.8
21,10,10.4,5,3.15
16,5,8.15,6,3.0
18,6,8.7,5,2.9
47,15,16.8,4,3.6
13,6,6.85,3,3.3
37,10,13.3,4,3.4
19,8,8.65,5,3.15
34,12,12.4,5,3.55
6,4,4.3,2,2.05
17,10,8.35,3,3.1
74,18,20.4,6,4.05
14,10,7.4,4,2.8
57,19,16.5,4,4.05
12,5,7.15,4,2.5
11,7,6.65,2,2.9
6,4,4.15,3,2.3
9,5,5.9,2,2.25
22,6,10.2,4,3.05
8,4,5.05,3,2.3
11,9,6.85,2,2.6
32,15,12.5,3,3.5
27,9,11.05,3,3.2
16,7,8.4,4,2.75
5,3,3.65,3,2.0
33,12,12.0,4,3.6
28,11,11.1,3,3.35
51,13,16.05,6,3.5
10,6,6.05,3,2.3
46,14,14.85,4,3.5
17,5,8.0,5,3.05
15,6,7.45,4,3.1
14,8,8.15,2,2.75
25,14,10.2,2,3.4
24,9,9.55,4,3.4
34,9,12.4,4,3.75
15,8,7.7,3,2.9
16,10,7.85,2,2.8
5,3,3.95,3,1.95
51,19,15.45,5,3.65
11,6,7.2,3,2.35
10,5,6.15,3,2.6
30,15,11.55,4,3.4
14,8,6.95,4,2.9
4,3,3.4,2,1.6
15,7,7.35,4,2.85
33,13,11.75,3,3.25
20,12,9.25,2,2.95
24,8,10.35,4,3.0
15,9,7.25,4,3.0
9,5,5.65,3,2.5
15,5,7.85,4,2.7
54,13,16.65,10,3.85
16,10,7.9,2,2.9
17,11,7.7,3,3.15
85,17,18.8,7,4.1
24,10,10.95,4,3.25
32,15,11.45,3,3.4
11,7,6.4,3,2.5
13,7,6.9,4,2.7
9,6,5.6,2,2.5
7,5,4.7,2,2.4
20,6,9.45,4,2.7
12,8,6.5,2,2.7
23,12,9.65,3,3.55
10,7,5.85,2,2.75
41,10,14.1,5,4.1
27,13,10.85,5,3.3
18,8,8.85,4,3.0
16,6,9.2,4,2.75
28,12,11.7,4,3.4
6,4,4.25,3,2.15
32,11,11.65,3,3.6
30,14,11.35,4,3.6
21,11,10.2,3,2.85
12,7,6.55,2,2.95
26,11,10.55,5,3.45
15,7,7.05,4,2.9
13,7,6.7,2,2.85
17,10,7.95,3,3.35
16,8,7.3,3,2.75
10,6,6.15,3,2.65
49,15,17.25,4,3.55
12,8,6.95,2,2.8
19,9,9.2,4,3.2
38,13,12.75,3,3.5
12,7,6.0,4,3.05
11,8,6.5,2,2.6
12,6,7.25,2,2.5
22,11,9.15,4,3.3
5,2,3.5,4,2.2
11,8,7.1,2,2.35
42,12,14.1,5,3.4
6,4,4.0,2,2.65
27,11,10.9,3,3.15
19,7,9.2,5,3.1
55,20,15.65,5,3.85
31,12,12.0,4,3.1
4,2,3.45,3,1.55
11,4,6.1,5,3.0
16,11,8.35,4,2.8
56,11,16.05,7,3.8
28,8,10.65,4,3.7
36,9,13.25,5,3.6
11,7,6.4,5,2.65
36,12,11.9,3,3.85
11,6,7.1,3,2.4
9,6,5.5,2,2.35
10,6,6.3,4,2.6
16,7,8.3,3,2.65
21,11,8.55,3,2.95
19,10,8.75,3,3.05
10,5,5.7,3,2.55
95,27,21.0,5,4.5
19,11,9.8,4,3.05
61,18,17.45,21,3.75
13,6,7.15,3,3.05
21,9,9.05,3,3.2
10,6,6.05,2,2.55
12,7,6.6,3,2.75
17,11,8.4,4,2.75
29,10,12.15,5,3.35
7,5,4.75,3,2.25
54,16,16.4,4,3.65
34,11,11.85,4,3.3
28,14,11.0,4,3.1
16,7,8.0,3,3.15
13,9,7.0,2,2.8
27,11,11.6,4,3.4
20,9,9.5,3,3.0
7,3,4.95,3,2.1
37,19,12.6,4,3.5
13,7,7.3,2,2.8
9,6,5.85,3,2.45
32,15,12.15,3,3.6
14,8,7.65,3,2.9
15,8,7.85,4,2.95
30,13,10.85,3,3.4
15,7,7.8,3,2.75
12,8,6.9,3,2.55
8,6,5.15,2,2.45
18,12,9.15,3,3.1
25,11,11.1,3,3.25
21,8,8.8,3,3.3
21,5,9.0,5,3.3
22,13,9.4,4,3.3
45,10,15.35,8,3.45
6,4,4.55,3,1.9
23,9,10.05,4,3.3
28,10,11.9,3,3.4
13,8,7.1,3,2.85
6,2,4.35,5,2.2
13,7,6.85,3,2.8
15,10,7.65,2,2.85
63,20,18.9,4,3.85
24,11,10.55,3,3.25
15,4,7.25,6,2.8
9,6,5.45,2,2.4
4,3,3.25,2,1.75
12,8,6.05,2,2.8
22,8,9.65,3,3.15
10,7,6.0,3,2.35
41,9,15.55,7,3.35
9,5,5.7,3,2.55
35,11,13.3,5,3.35
46,15,16.2,4,3.6
21,8,8.8,3,3.3
10,4,5.9,3,2.55
50,15,15.1,4,3.6
39,14,14.5,4,3.7
